id,name,hash,time,ind,otd,ad,bc
0_5810144,noop_handempty,5810144,0,0,1,1,0
1_6601223,handempty,6601223,1,1,37,38,0
2_1317481,noop_clear_d,1317481,2,1,1,2,0
2_4982229,stack_a_d,4982229,2,2,3,5,0
2_5047765,stack_b_d,5047765,2,2,3,5,0
2_5113301,stack_c_d,5113301,2,2,3,5,0
2_5244373,stack_e_d,5244373,2,2,3,5,0
2_5309909,stack_f_d,5309909,2,2,3,5,0
2_6307361,pick-up_d,6307361,2,3,1,4,0
2_1317482,noop_clear_e,1317482,2,1,1,2,0
2_4982230,stack_a_e,4982230,2,2,3,5,0
2_5047766,stack_b_e,5047766,2,2,3,5,0
2_5113302,stack_c_e,5113302,2,2,3,5,0
2_5178838,stack_d_e,5178838,2,2,3,5,0
2_5309910,stack_f_e,5309910,2,2,3,5,0
2_6307362,pick-up_e,6307362,2,3,1,4,0
2_1317483,noop_clear_f,1317483,2,1,1,2,0
2_4982231,stack_a_f,4982231,2,2,3,5,0
2_5047767,stack_b_f,5047767,2,2,3,5,0
2_5113303,stack_c_f,5113303,2,2,3,5,0
2_5178839,stack_d_f,5178839,2,2,3,5,0
2_5244375,stack_e_f,5244375,2,2,3,5,0
2_6307363,pick-up_f,6307363,2,3,1,4,0
2_3812990,noop_holding_a,3812990,2,1,1,2,0
2_4982227,stack_a_b,4982227,2,2,3,5,0
2_4982228,stack_a_c,4982228,2,2,3,5,0
2_1808980,put-down_a,1808980,2,1,3,4,0
2_3812991,noop_holding_b,3812991,2,1,1,2,0
2_5047762,stack_b_a,5047762,2,2,3,5,0
2_5047764,stack_b_c,5047764,2,2,3,5,0
2_1808981,put-down_b,1808981,2,1,3,4,0
2_3812992,noop_holding_c,3812992,2,1,1,2,0
2_5113298,stack_c_a,5113298,2,2,3,5,0
2_5113299,stack_c_b,5113299,2,2,3,5,0
2_1808982,put-down_c,1808982,2,1,3,4,0
2_3812993,noop_holding_d,3812993,2,1,1,2,0
2_5178834,stack_d_a,5178834,2,2,3,5,0
2_5178835,stack_d_b,5178835,2,2,3,5,0
2_5178836,stack_d_c,5178836,2,2,3,5,0
2_1808983,put-down_d,1808983,2,1,3,4,0
2_3812994,noop_holding_e,3812994,2,1,1,2,0
2_5244370,stack_e_a,5244370,2,2,3,5,0
2_5244371,stack_e_b,5244371,2,2,3,5,0
2_5244372,stack_e_c,5244372,2,2,3,5,0
2_1808984,put-down_e,1808984,2,1,3,4,0
2_5810144,noop_handempty,5810144,2,1,1,2,0
2_6307358,pick-up_a,6307358,2,3,1,4,0
2_6307359,pick-up_b,6307359,2,3,1,4,0
2_6307360,pick-up_c,6307360,2,3,1,4,0
2_3812995,noop_holding_f,3812995,2,1,1,2,0
2_5309906,stack_f_a,5309906,2,2,3,5,0
2_5309907,stack_f_b,5309907,2,2,3,5,0
2_5309908,stack_f_c,5309908,2,2,3,5,0
2_1808985,put-down_f,1808985,2,1,3,4,0
2_5767260,noop_ontable_a,5767260,2,1,1,2,0
2_5767261,noop_ontable_b,5767261,2,1,1,2,0
2_5767262,noop_ontable_c,5767262,2,1,1,2,0
2_5767263,noop_ontable_d,5767263,2,1,1,2,0
2_5767264,noop_ontable_e,5767264,2,1,1,2,0
2_5767265,noop_ontable_f,5767265,2,1,1,2,0
2_1317478,noop_clear_a,1317478,2,1,1,2,0
2_1317479,noop_clear_b,1317479,2,1,1,2,0
2_1317480,noop_clear_c,1317480,2,1,1,2,0
1_5113301,stack_c_d,5113301,1,2,3,5,0
0_4604071,holding_c,4604071,0,0,7,7,0
2_4526207,on_c_d,4526207,2,1,2,3,0
2_6601223,handempty,6601223,2,37,37,74,0
2_4865899,clear_c,4865899,2,7,12,19,0
1_5113302,stack_c_e,5113302,1,2,3,5,0
2_4526208,on_c_e,4526208,2,1,2,3,0
1_5113303,stack_c_f,5113303,1,2,3,5,0
2_4526209,on_c_f,4526209,2,1,2,3,0
1_5309906,stack_f_a,5309906,1,2,3,5,0
0_4604074,holding_f,4604074,0,0,7,7,0
2_4722812,on_f_a,4722812,2,1,2,3,0
2_4865902,clear_f,4865902,2,7,12,19,0
1_5309907,stack_f_b,5309907,1,2,3,5,0
2_4722813,on_f_b,4722813,2,1,2,3,0
1_5309908,stack_f_c,5309908,1,2,3,5,0
2_4722814,on_f_c,4722814,2,1,2,3,0
2_4604069,holding_a,4604069,2,2,7,9,0
1_5309909,stack_f_d,5309909,1,2,3,5,0
2_4722815,on_f_d,4722815,2,1,2,3,0
2_4604070,holding_b,4604070,2,2,7,9,0
2_6558339,ontable_a,6558339,2,2,2,4,0
1_5309910,stack_f_e,5309910,1,2,3,5,0
2_4722816,on_f_e,4722816,2,1,2,3,0
2_4604071,holding_c,4604071,2,2,7,9,0
2_6558340,ontable_b,6558340,2,2,2,4,0
2_4604072,holding_d,4604072,2,2,7,9,0
2_6558341,ontable_c,6558341,2,2,2,4,0
1_5047762,stack_b_a,5047762,1,2,3,5,0
0_4604070,holding_b,4604070,0,0,7,7,0
2_4460668,on_b_a,4460668,2,1,2,3,0
2_4865898,clear_b,4865898,2,7,12,19,0
2_4604073,holding_e,4604073,2,2,7,9,0
2_6558342,ontable_d,6558342,2,2,2,4,0
2_4604074,holding_f,4604074,2,2,7,9,0
2_6558343,ontable_e,6558343,2,2,2,4,0
1_5047764,stack_b_c,5047764,1,2,3,5,0
2_4460670,on_b_c,4460670,2,1,2,3,0
2_6558344,ontable_f,6558344,2,2,2,4,0
1_5047765,stack_b_d,5047765,1,2,3,5,0
2_4460671,on_b_d,4460671,2,1,2,3,0
1_5047766,stack_b_e,5047766,1,2,3,5,0
2_4460672,on_b_e,4460672,2,1,2,3,0
1_5047767,stack_b_f,5047767,1,2,3,5,0
2_4460673,on_b_f,4460673,2,1,2,3,0
1_5244370,stack_e_a,5244370,1,2,3,5,0
0_4604073,holding_e,4604073,0,0,7,7,0
2_4657276,on_e_a,4657276,2,1,2,3,0
2_4865901,clear_e,4865901,2,7,12,19,0
1_5244371,stack_e_b,5244371,1,2,3,5,0
2_4657277,on_e_b,4657277,2,1,2,3,0
1_5244372,stack_e_c,5244372,1,2,3,5,0
2_4657278,on_e_c,4657278,2,1,2,3,0
1_5244373,stack_e_d,5244373,1,2,3,5,0
2_4657279,on_e_d,4657279,2,1,2,3,0
1_5244375,stack_e_f,5244375,1,2,3,5,0
2_4657281,on_e_f,4657281,2,1,2,3,0
1_4982227,stack_a_b,4982227,1,2,3,5,0
0_4604069,holding_a,4604069,0,0,7,7,0
2_4395133,on_a_b,4395133,2,1,2,3,0
2_4865897,clear_a,4865897,2,7,12,19,0
1_4982228,stack_a_c,4982228,1,2,3,5,0
2_4395134,on_a_c,4395134,2,1,2,3,0
1_4982229,stack_a_d,4982229,1,2,3,5,0
2_4395135,on_a_d,4395135,2,1,2,3,0
1_4982230,stack_a_e,4982230,1,2,3,5,0
2_4395136,on_a_e,4395136,2,1,2,3,0
1_1808980,put-down_a,1808980,1,1,3,4,0
2_4865900,clear_d,4865900,2,7,12,19,0
1_4982231,stack_a_f,4982231,1,2,3,5,0
2_4395137,on_a_f,4395137,2,1,2,3,0
1_1808981,put-down_b,1808981,1,1,3,4,0
1_1808982,put-down_c,1808982,1,1,3,4,0
1_1808983,put-down_d,1808983,1,1,3,4,0
0_4604072,holding_d,4604072,0,0,7,7,0
1_5178834,stack_d_a,5178834,1,2,3,5,0
2_4591740,on_d_a,4591740,2,1,2,3,0
1_1808984,put-down_e,1808984,1,1,3,4,0
1_5178835,stack_d_b,5178835,1,2,3,5,0
2_4591741,on_d_b,4591741,2,1,2,3,0
1_1808985,put-down_f,1808985,1,1,3,4,0
1_5178836,stack_d_c,5178836,1,2,3,5,0
2_4591742,on_d_c,4591742,2,1,2,3,0
1_5178838,stack_d_e,5178838,1,2,3,5,0
2_4591744,on_d_e,4591744,2,1,2,3,0
1_5178839,stack_d_f,5178839,1,2,3,5,0
2_4591745,on_d_f,4591745,2,1,2,3,0
1_3812990,noop_holding_a,3812990,1,1,1,2,0
1_3812991,noop_holding_b,3812991,1,1,1,2,0
1_3812992,noop_holding_c,3812992,1,1,1,2,0
1_3812993,noop_holding_d,3812993,1,1,1,2,0
1_3812994,noop_holding_e,3812994,1,1,1,2,0
1_3812995,noop_holding_f,3812995,1,1,1,2,0
1_5113298,stack_c_a,5113298,1,2,3,5,0
2_4526204,on_c_a,4526204,2,1,2,3,0
1_5113299,stack_c_b,5113299,1,2,3,5,0
2_4526205,on_c_b,4526205,2,1,2,3,0
3_1317481,noop_clear_d,1317481,3,1,1,2,0
3_3429151,unstack_d_a,3429151,3,3,2,5,0
3_3429152,unstack_d_b,3429152,3,3,2,5,0
3_3429153,unstack_d_c,3429153,3,3,2,5,0
3_3429155,unstack_d_e,3429155,3,3,2,5,0
3_3429156,unstack_d_f,3429156,3,3,2,5,0
3_4982229,stack_a_d,4982229,3,2,3,5,0
3_5047765,stack_b_d,5047765,3,2,3,5,0
3_5113301,stack_c_d,5113301,3,2,3,5,0
3_5244373,stack_e_d,5244373,3,2,3,5,0
3_5309909,stack_f_d,5309909,3,2,3,5,0
3_6307361,pick-up_d,6307361,3,3,1,4,0
3_1317482,noop_clear_e,1317482,3,1,1,2,0
3_3494687,unstack_e_a,3494687,3,3,2,5,0
3_3494688,unstack_e_b,3494688,3,3,2,5,0
3_3494689,unstack_e_c,3494689,3,3,2,5,0
3_3494690,unstack_e_d,3494690,3,3,2,5,0
3_3494692,unstack_e_f,3494692,3,3,2,5,0
3_4982230,stack_a_e,4982230,3,2,3,5,0
3_5047766,stack_b_e,5047766,3,2,3,5,0
3_5113302,stack_c_e,5113302,3,2,3,5,0
3_5178838,stack_d_e,5178838,3,2,3,5,0
3_5309910,stack_f_e,5309910,3,2,3,5,0
3_6307362,pick-up_e,6307362,3,3,1,4,0
3_1317483,noop_clear_f,1317483,3,1,1,2,0
3_3560223,unstack_f_a,3560223,3,3,2,5,0
3_3560224,unstack_f_b,3560224,3,3,2,5,0
3_3560225,unstack_f_c,3560225,3,3,2,5,0
3_3560226,unstack_f_d,3560226,3,3,2,5,0
3_3560227,unstack_f_e,3560227,3,3,2,5,0
3_4982231,stack_a_f,4982231,3,2,3,5,0
3_5047767,stack_b_f,5047767,3,2,3,5,0
3_5113303,stack_c_f,5113303,3,2,3,5,0
3_5178839,stack_d_f,5178839,3,2,3,5,0
3_5244375,stack_e_f,5244375,3,2,3,5,0
3_6307363,pick-up_f,6307363,3,3,1,4,0
3_1105677,noop_on_c_a,1105677,3,1,1,2,0
3_3363615,unstack_c_a,3363615,3,3,2,5,0
3_1105678,noop_on_c_b,1105678,3,1,1,2,0
3_3363616,unstack_c_b,3363616,3,3,2,5,0
3_1105680,noop_on_c_d,1105680,3,1,1,2,0
3_3363618,unstack_c_d,3363618,3,3,2,5,0
3_1105681,noop_on_c_e,1105681,3,1,1,2,0
3_3363619,unstack_c_e,3363619,3,3,2,5,0
3_1105682,noop_on_c_f,1105682,3,1,1,2,0
3_3363620,unstack_c_f,3363620,3,3,2,5,0
3_1302285,noop_on_f_a,1302285,3,1,1,2,0
3_1302286,noop_on_f_b,1302286,3,1,1,2,0
3_1302287,noop_on_f_c,1302287,3,1,1,2,0
3_1302288,noop_on_f_d,1302288,3,1,1,2,0
3_1302289,noop_on_f_e,1302289,3,1,1,2,0
3_1040141,noop_on_b_a,1040141,3,1,1,2,0
3_3298079,unstack_b_a,3298079,3,3,2,5,0
3_3812990,noop_holding_a,3812990,3,1,1,2,0
3_4982227,stack_a_b,4982227,3,2,3,5,0
3_4982228,stack_a_c,4982228,3,2,3,5,0
3_1808980,put-down_a,1808980,3,1,3,4,0
3_1040143,noop_on_b_c,1040143,3,1,1,2,0
3_3298081,unstack_b_c,3298081,3,3,2,5,0
3_3812991,noop_holding_b,3812991,3,1,1,2,0
3_5047762,stack_b_a,5047762,3,2,3,5,0
3_5047764,stack_b_c,5047764,3,2,3,5,0
3_1808981,put-down_b,1808981,3,1,3,4,0
3_1040144,noop_on_b_d,1040144,3,1,1,2,0
3_3298082,unstack_b_d,3298082,3,3,2,5,0
3_3812992,noop_holding_c,3812992,3,1,1,2,0
3_5113298,stack_c_a,5113298,3,2,3,5,0
3_5113299,stack_c_b,5113299,3,2,3,5,0
3_1808982,put-down_c,1808982,3,1,3,4,0
3_1040145,noop_on_b_e,1040145,3,1,1,2,0
3_3298083,unstack_b_e,3298083,3,3,2,5,0
3_3812993,noop_holding_d,3812993,3,1,1,2,0
3_5178834,stack_d_a,5178834,3,2,3,5,0
3_5178835,stack_d_b,5178835,3,2,3,5,0
3_5178836,stack_d_c,5178836,3,2,3,5,0
3_1808983,put-down_d,1808983,3,1,3,4,0
3_1040146,noop_on_b_f,1040146,3,1,1,2,0
3_3298084,unstack_b_f,3298084,3,3,2,5,0
3_5810144,noop_handempty,5810144,3,1,1,2,0
3_3232544,unstack_a_b,3232544,3,3,2,5,0
3_3232545,unstack_a_c,3232545,3,3,2,5,0
3_3232546,unstack_a_d,3232546,3,3,2,5,0
3_3232547,unstack_a_e,3232547,3,3,2,5,0
3_3232548,unstack_a_f,3232548,3,3,2,5,0
3_6307358,pick-up_a,6307358,3,3,1,4,0
3_6307359,pick-up_b,6307359,3,3,1,4,0
3_6307360,pick-up_c,6307360,3,3,1,4,0
3_3812994,noop_holding_e,3812994,3,1,1,2,0
3_5244370,stack_e_a,5244370,3,2,3,5,0
3_5244371,stack_e_b,5244371,3,2,3,5,0
3_5244372,stack_e_c,5244372,3,2,3,5,0
3_1808984,put-down_e,1808984,3,1,3,4,0
3_3812995,noop_holding_f,3812995,3,1,1,2,0
3_5309906,stack_f_a,5309906,3,2,3,5,0
3_5309907,stack_f_b,5309907,3,2,3,5,0
3_5309908,stack_f_c,5309908,3,2,3,5,0
3_1808985,put-down_f,1808985,3,1,3,4,0
3_1236749,noop_on_e_a,1236749,3,1,1,2,0
3_1236750,noop_on_e_b,1236750,3,1,1,2,0
3_1236751,noop_on_e_c,1236751,3,1,1,2,0
3_1236752,noop_on_e_d,1236752,3,1,1,2,0
3_1236754,noop_on_e_f,1236754,3,1,1,2,0
3_974606,noop_on_a_b,974606,3,1,1,2,0
3_974607,noop_on_a_c,974607,3,1,1,2,0
3_974608,noop_on_a_d,974608,3,1,1,2,0
3_974609,noop_on_a_e,974609,3,1,1,2,0
3_974610,noop_on_a_f,974610,3,1,1,2,0
3_5767260,noop_ontable_a,5767260,3,1,1,2,0
3_1171213,noop_on_d_a,1171213,3,1,1,2,0
3_5767261,noop_ontable_b,5767261,3,1,1,2,0
3_1171214,noop_on_d_b,1171214,3,1,1,2,0
3_5767262,noop_ontable_c,5767262,3,1,1,2,0
3_1171215,noop_on_d_c,1171215,3,1,1,2,0
3_5767263,noop_ontable_d,5767263,3,1,1,2,0
3_5767264,noop_ontable_e,5767264,3,1,1,2,0
3_1171217,noop_on_d_e,1171217,3,1,1,2,0
3_5767265,noop_ontable_f,5767265,3,1,1,2,0
3_1171218,noop_on_d_f,1171218,3,1,1,2,0
3_1317478,noop_clear_a,1317478,3,1,1,2,0
3_1317479,noop_clear_b,1317479,3,1,1,2,0
3_1317480,noop_clear_c,1317480,3,1,1,2,0
2_1236750,noop_on_e_b,1236750,2,1,1,2,0
1_4657277,on_e_b,4657277,1,0,2,2,0
3_4657277,on_e_b,4657277,3,2,2,4,0
2_1236751,noop_on_e_c,1236751,2,1,1,2,0
1_4657278,on_e_c,4657278,1,0,2,2,0
3_4657278,on_e_c,4657278,3,2,2,4,0
2_3429151,unstack_d_a,3429151,2,3,2,5,0
1_4591740,on_d_a,4591740,1,0,2,2,0
3_4865897,clear_a,4865897,3,12,12,24,0
3_4604072,holding_d,4604072,3,7,7,14,0
3_4526207,on_c_d,4526207,3,2,2,4,0
3_6601223,handempty,6601223,3,37,37,74,0
3_4865899,clear_c,4865899,3,12,12,24,0
2_1236752,noop_on_e_d,1236752,2,1,1,2,0
1_4657279,on_e_d,4657279,1,0,2,2,0
3_4657279,on_e_d,4657279,3,2,2,4,0
2_3429152,unstack_d_b,3429152,2,3,2,5,0
1_4591741,on_d_b,4591741,1,0,2,2,0
3_4865898,clear_b,4865898,3,12,12,24,0
3_4526208,on_c_e,4526208,3,2,2,4,0
2_3429153,unstack_d_c,3429153,2,3,2,5,0
1_4591742,on_d_c,4591742,1,0,2,2,0
3_4526209,on_c_f,4526209,3,2,2,4,0
2_1236754,noop_on_e_f,1236754,2,1,1,2,0
1_4657281,on_e_f,4657281,1,0,2,2,0
3_4657281,on_e_f,4657281,3,2,2,4,0
2_3429155,unstack_d_e,3429155,2,3,2,5,0
1_4591744,on_d_e,4591744,1,0,2,2,0
3_4865901,clear_e,4865901,3,12,12,24,0
2_974606,noop_on_a_b,974606,2,1,1,2,0
1_4395133,on_a_b,4395133,1,0,2,2,0
3_4395133,on_a_b,4395133,3,2,2,4,0
2_3429156,unstack_d_f,3429156,2,3,2,5,0
1_4591745,on_d_f,4591745,1,0,2,2,0
3_4865902,clear_f,4865902,3,12,12,24,0
3_4722812,on_f_a,4722812,3,2,2,4,0
2_974607,noop_on_a_c,974607,2,1,1,2,0
1_4395134,on_a_c,4395134,1,0,2,2,0
3_4395134,on_a_c,4395134,3,2,2,4,0
3_4722813,on_f_b,4722813,3,2,2,4,0
2_974608,noop_on_a_d,974608,2,1,1,2,0
1_4395135,on_a_d,4395135,1,0,2,2,0
3_4395135,on_a_d,4395135,3,2,2,4,0
3_4722814,on_f_c,4722814,3,2,2,4,0
3_4604069,holding_a,4604069,3,7,7,14,0
2_974609,noop_on_a_e,974609,2,1,1,2,0
1_4395136,on_a_e,4395136,1,0,2,2,0
3_4395136,on_a_e,4395136,3,2,2,4,0
3_4722815,on_f_d,4722815,3,2,2,4,0
3_4604070,holding_b,4604070,3,7,7,14,0
3_6558339,ontable_a,6558339,3,2,2,4,0
2_974610,noop_on_a_f,974610,2,1,1,2,0
1_4395137,on_a_f,4395137,1,0,2,2,0
3_4395137,on_a_f,4395137,3,2,2,4,0
3_4722816,on_f_e,4722816,3,2,2,4,0
3_4604071,holding_c,4604071,3,7,7,14,0
3_6558340,ontable_b,6558340,3,2,2,4,0
3_6558341,ontable_c,6558341,3,2,2,4,0
3_4460668,on_b_a,4460668,3,2,2,4,0
3_4604073,holding_e,4604073,3,7,7,14,0
3_6558342,ontable_d,6558342,3,2,2,4,0
2_1171213,noop_on_d_a,1171213,2,1,1,2,0
3_4591740,on_d_a,4591740,3,2,2,4,0
3_4604074,holding_f,4604074,3,7,7,14,0
3_6558343,ontable_e,6558343,3,2,2,4,0
2_1171214,noop_on_d_b,1171214,2,1,1,2,0
3_4591741,on_d_b,4591741,3,2,2,4,0
3_4460670,on_b_c,4460670,3,2,2,4,0
3_6558344,ontable_f,6558344,3,2,2,4,0
2_1171215,noop_on_d_c,1171215,2,1,1,2,0
3_4591742,on_d_c,4591742,3,2,2,4,0
2_3363615,unstack_c_a,3363615,2,3,2,5,0
1_4526204,on_c_a,4526204,1,0,2,2,0
3_4460671,on_b_d,4460671,3,2,2,4,0
2_3363616,unstack_c_b,3363616,2,3,2,5,0
1_4526205,on_c_b,4526205,1,0,2,2,0
3_4460672,on_b_e,4460672,3,2,2,4,0
2_1171217,noop_on_d_e,1171217,2,1,1,2,0
3_4591744,on_d_e,4591744,3,2,2,4,0
3_4460673,on_b_f,4460673,3,2,2,4,0
2_1171218,noop_on_d_f,1171218,2,1,1,2,0
3_4591745,on_d_f,4591745,3,2,2,4,0
2_3363618,unstack_c_d,3363618,2,3,2,5,0
1_4526207,on_c_d,4526207,1,0,2,2,0
3_4865900,clear_d,4865900,3,12,12,24,0
2_3363619,unstack_c_e,3363619,2,3,2,5,0
1_4526208,on_c_e,4526208,1,0,2,2,0
2_3363620,unstack_c_f,3363620,2,3,2,5,0
1_4526209,on_c_f,4526209,1,0,2,2,0
3_4657276,on_e_a,4657276,3,2,2,4,0
2_3560223,unstack_f_a,3560223,2,3,2,5,0
1_4722812,on_f_a,4722812,1,0,2,2,0
2_3560224,unstack_f_b,3560224,2,3,2,5,0
1_4722813,on_f_b,4722813,1,0,2,2,0
2_3560225,unstack_f_c,3560225,2,3,2,5,0
1_4722814,on_f_c,4722814,1,0,2,2,0
2_3560226,unstack_f_d,3560226,2,3,2,5,0
1_4722815,on_f_d,4722815,1,0,2,2,0
2_1105677,noop_on_c_a,1105677,2,1,1,2,0
3_4526204,on_c_a,4526204,3,2,2,4,0
2_3560227,unstack_f_e,3560227,2,3,2,5,0
1_4722816,on_f_e,4722816,1,0,2,2,0
2_1105678,noop_on_c_b,1105678,2,1,1,2,0
3_4526205,on_c_b,4526205,3,2,2,4,0
2_3298079,unstack_b_a,3298079,2,3,2,5,0
1_4460668,on_b_a,4460668,1,0,2,2,0
2_1105680,noop_on_c_d,1105680,2,1,1,2,0
2_1105681,noop_on_c_e,1105681,2,1,1,2,0
2_3298081,unstack_b_c,3298081,2,3,2,5,0
1_4460670,on_b_c,4460670,1,0,2,2,0
2_1105682,noop_on_c_f,1105682,2,1,1,2,0
2_3298082,unstack_b_d,3298082,2,3,2,5,0
1_4460671,on_b_d,4460671,1,0,2,2,0
2_3298083,unstack_b_e,3298083,2,3,2,5,0
1_4460672,on_b_e,4460672,1,0,2,2,0
2_3298084,unstack_b_f,3298084,2,3,2,5,0
1_4460673,on_b_f,4460673,1,0,2,2,0
2_1302285,noop_on_f_a,1302285,2,1,1,2,0
2_1302286,noop_on_f_b,1302286,2,1,1,2,0
2_1302287,noop_on_f_c,1302287,2,1,1,2,0
2_3494687,unstack_e_a,3494687,2,3,2,5,0
1_4657276,on_e_a,4657276,1,0,2,2,0
2_1302288,noop_on_f_d,1302288,2,1,1,2,0
2_3494688,unstack_e_b,3494688,2,3,2,5,0
2_1302289,noop_on_f_e,1302289,2,1,1,2,0
2_3494689,unstack_e_c,3494689,2,3,2,5,0
2_3494690,unstack_e_d,3494690,2,3,2,5,0
2_1040141,noop_on_b_a,1040141,2,1,1,2,0
2_3494692,unstack_e_f,3494692,2,3,2,5,0
2_1040143,noop_on_b_c,1040143,2,1,1,2,0
2_1040144,noop_on_b_d,1040144,2,1,1,2,0
2_3232544,unstack_a_b,3232544,2,3,2,5,0
2_1040145,noop_on_b_e,1040145,2,1,1,2,0
2_3232545,unstack_a_c,3232545,2,3,2,5,0
2_1040146,noop_on_b_f,1040146,2,1,1,2,0
2_3232546,unstack_a_d,3232546,2,3,2,5,0
2_3232547,unstack_a_e,3232547,2,3,2,5,0
2_3232548,unstack_a_f,3232548,2,3,2,5,0
2_1236749,noop_on_e_a,1236749,2,1,1,2,0
4_1317481,noop_clear_d,1317481,4,1,1,2,0
4_3429151,unstack_d_a,3429151,4,3,2,5,0
4_3429152,unstack_d_b,3429152,4,3,2,5,0
4_3429153,unstack_d_c,3429153,4,3,2,5,0
4_3429155,unstack_d_e,3429155,4,3,2,5,0
4_3429156,unstack_d_f,3429156,4,3,2,5,0
4_4982229,stack_a_d,4982229,4,2,3,5,0
4_5047765,stack_b_d,5047765,4,2,3,5,0
4_5113301,stack_c_d,5113301,4,2,3,5,0
4_5244373,stack_e_d,5244373,4,2,3,5,0
4_5309909,stack_f_d,5309909,4,2,3,5,0
4_6307361,pick-up_d,6307361,4,3,1,4,0
4_1317482,noop_clear_e,1317482,4,1,1,2,0
4_3494687,unstack_e_a,3494687,4,3,2,5,0
4_3494688,unstack_e_b,3494688,4,3,2,5,0
4_3494689,unstack_e_c,3494689,4,3,2,5,0
4_3494690,unstack_e_d,3494690,4,3,2,5,0
4_3494692,unstack_e_f,3494692,4,3,2,5,0
4_4982230,stack_a_e,4982230,4,2,3,5,0
4_5047766,stack_b_e,5047766,4,2,3,5,0
4_5113302,stack_c_e,5113302,4,2,3,5,0
4_5178838,stack_d_e,5178838,4,2,3,5,0
4_5309910,stack_f_e,5309910,4,2,3,5,0
4_6307362,pick-up_e,6307362,4,3,1,4,0
4_1317483,noop_clear_f,1317483,4,1,1,2,0
4_3560223,unstack_f_a,3560223,4,3,2,5,0
4_3560224,unstack_f_b,3560224,4,3,2,5,0
4_3560225,unstack_f_c,3560225,4,3,2,5,0
