id,name,hash,time,ind,otd,ad,bc
1_328749,feast_love_haroset_flounder_bavaria_manitoba,328749,1,12,31,43,0
1_4951120,overcome_jealousy_love_haroset_vulcan_uranus,4951120,1,14,29,43,0
0_6425404,eats_marzipan_wonderbread,6425404,0,0,1,1,0
1_4802981,noop_eats_marzipan_wonderbread,4802981,1,1,1,2,0
0_1891404,harmony_expectation_saturn,1891404,0,0,4,4,0
1_2601920,noop_harmony_expectation_saturn,2601920,1,2,7,9,0
1_4306136,overcome_hangover_expectation_okra_uranus_saturn,4306136,1,13,20,33,0
0_3412554,food_marzipan,3412554,0,0,3,3,0
1_2227981,noop_food_marzipan,2227981,1,1,1,2,0
0_6634256,eats_onion_snickers,6634256,0,0,1,1,0
1_778640,noop_eats_onion_snickers,778640,1,1,1,2,0
0_20256,province_oregon,20256,0,0,1,1,0
1_1323959,noop_province_oregon,1323959,1,1,1,2,0
0_2633557,craves_hangover_okra,2633557,0,0,3,3,0
1_7779537,noop_craves_hangover_okra,7779537,1,2,6,8,0
0_794907,harmony_stimulation_earth,794907,0,0,4,4,0
1_7173461,noop_harmony_stimulation_earth,7173461,1,2,7,9,0
0_3135358,eats_snickers_onion,3135358,0,0,3,3,0
1_5280719,noop_eats_snickers_onion,5280719,1,1,1,2,0
1_2466891,feast_learning_snickers_onion_bavaria_manitoba,2466891,1,12,22,34,0
0_4536909,craves_boils_lemon,4536909,0,0,2,2,0
1_513547,noop_craves_boils_lemon,513547,1,2,5,7,0
0_7952859,craves_dread_wonderbread,7952859,0,0,5,5,0
1_7165176,noop_craves_dread_wonderbread,7165176,1,2,8,10,0
1_4648643,overcome_dread_achievement_wonderbread_uranus_saturn,4648643,1,11,12,23,0
0_4985459,pain_sciatica,4985459,0,0,4,4,0
1_3800886,noop_pain_sciatica,3800886,1,1,1,2,0
0_1222810,harmony_learning_saturn,1222810,0,0,5,5,0
1_4813922,noop_harmony_learning_saturn,4813922,1,2,8,10,0
1_2696465,overcome_depression_learning_snickers_uranus_saturn,2696465,1,14,22,36,0
0_6088560,attacks_pennsylvania_oregon,6088560,0,0,9,9,0
1_3958185,noop_attacks_pennsylvania_oregon,3958185,1,1,1,2,0
0_1370260,pain_anxiety,1370260,0,0,2,2,0
1_6772543,noop_pain_anxiety,6772543,1,1,1,2,0
0_1803361,craves_abrasion_beef,1803361,0,0,3,3,0
1_6949341,noop_craves_abrasion_beef,6949341,1,1,3,4,0
0_4615811,locale_onion_bavaria,4615811,0,0,1,1,0
1_1760814,noop_locale_onion_bavaria,1760814,1,1,1,2,0
0_5075412,craves_achievement_wonderbread,5075412,0,0,3,3,0
1_7969387,noop_craves_achievement_wonderbread,7969387,1,1,1,2,0
0_7420512,orbits_vulcan_uranus,7420512,0,0,10,10,0
1_4565515,noop_orbits_vulcan_uranus,4565515,1,1,1,2,0
0_3151412,food_lamb,3151412,0,0,15,15,0
1_2360333,noop_food_lamb,2360333,1,1,1,2,0
1_5170983,feast_stimulation_lamb_beef_goias_bosnia,5170983,1,11,24,35,0
1_6902405,feast_stimulation_lamb_haroset_goias_bosnia,6902405,1,11,24,35,0
0_2268262,food_tofu,2268262,0,0,1,1,0
1_1477183,noop_food_tofu,1477183,1,1,1,2,0
0_5474563,craves_grief_lobster,5474563,0,0,4,4,0
1_2619566,noop_craves_grief_lobster,2619566,1,2,7,9,0
0_1484863,eats_lobster_haroset,1484863,0,0,4,4,0
1_6630843,noop_eats_lobster_haroset,6630843,1,1,1,2,0
0_1930663,food_flounder,1930663,0,0,8,8,0
1_746090,noop_food_flounder,746090,1,1,1,2,0
0_5586764,craves_stimulation_lamb,5586764,0,0,5,5,0
1_1176899,noop_craves_stimulation_lamb,1176899,1,3,16,19,0
0_3163114,planet_earth,3163114,0,0,10,10,0
1_564420,noop_planet_earth,564420,1,1,1,2,0
0_6588915,locale_wonderbread_bavaria,6588915,0,0,1,1,0
1_7299431,noop_locale_wonderbread_bavaria,7299431,1,1,1,2,0
0_4244617,craves_aesthetics_bacon,4244617,0,0,5,5,0
1_7835729,noop_craves_aesthetics_bacon,7835729,1,3,10,13,0
1_7476923,feast_aesthetics_bacon_lobster_bavaria_manitoba,7476923,1,11,18,29,0
1_394853,feast_aesthetics_bacon_wonderbread_bavaria_manitoba,394853,1,11,18,29,0
0_7012217,locale_flounder_oregon,7012217,0,0,3,3,0
1_4775970,noop_locale_flounder_oregon,4775970,1,1,3,4,0
0_3048718,craves_prostatitis_marzipan,3048718,0,0,1,1,0
1_918343,noop_craves_prostatitis_marzipan,918343,1,1,1,2,0
0_2161368,pleasure_expectation,2161368,0,0,10,10,0
1_7307348,noop_pleasure_expectation,7307348,1,1,1,2,0
1_1923741,feast_expectation_okra_snickers_bavaria_manitoba,1923741,1,11,19,30,0
1_2186495,feast_expectation_okra_wonderbread_bavaria_manitoba,2186495,1,11,19,30,0
0_1840068,food_wonderbread,1840068,0,0,12,12,0
1_7547979,noop_food_wonderbread,7547979,1,1,1,2,0
1_5107816,feast_learning_snickers_wonderbread_bavaria_manitoba,5107816,1,12,22,34,0
0_4177969,food_cantelope,4177969,0,0,2,2,0
1_4964407,noop_food_cantelope,4964407,1,1,1,2,0
1_5457751,feast_lubricity_lemon_cantelope_bavaria_manitoba,5457751,1,12,21,33,0
0_3659869,food_beef,3659869,0,0,13,13,0
1_2868790,noop_food_beef,2868790,1,1,1,2,0
1_2330190,feast_lubricity_lemon_beef_bavaria_manitoba,2330190,1,12,21,33,0
0_4889270,eats_flounder_haroset,4889270,0,0,2,2,0
1_2098945,noop_eats_flounder_haroset,2098945,1,1,1,2,0
0_6305720,harmony_aesthetics_earth,6305720,0,0,4,4,0
1_5518037,noop_harmony_aesthetics_earth,5518037,1,2,7,9,0
0_7813070,pain_abrasion,7813070,0,0,3,3,0
1_6628497,noop_pain_abrasion,6628497,1,1,1,2,0
0_6885171,craves_expectation_okra,6885171,0,0,5,5,0
1_2475306,noop_craves_expectation_okra,2475306,1,3,11,14,0
0_4101071,locale_lobster_manitoba,4101071,0,0,7,7,0
1_7692183,noop_locale_lobster_manitoba,7692183,1,3,17,20,0
0_496271,craves_laceration_lamb,496271,0,0,3,3,0
1_6261001,noop_craves_laceration_lamb,6261001,1,2,6,8,0
0_2278622,eats_okra_snickers,2278622,0,0,3,3,0
1_6256237,noop_eats_okra_snickers,6256237,1,1,1,2,0
0_7480922,planet_uranus,7480922,0,0,16,16,0
1_6296349,noop_planet_uranus,6296349,1,1,1,2,0
0_1626822,province_pennsylvania,1626822,0,0,1,1,0
1_6837474,noop_province_pennsylvania,6837474,1,1,1,2,0
0_7835272,food_snickers,7835272,0,0,12,12,0
1_6650699,noop_food_snickers,6650699,1,1,1,2,0
1_1212556,feast_learning_snickers_okra_bavaria_manitoba,1212556,1,12,22,34,0
0_2289523,eats_beef_marzipan,2289523,0,0,3,3,0
1_6267138,noop_eats_beef_marzipan,6267138,1,1,1,2,0
0_3933873,province_bavaria,3933873,0,0,1,1,0
1_1640807,noop_province_bavaria,1640807,1,1,1,2,0
0_1486223,pain_angina,1486223,0,0,2,2,0
1_3663839,noop_pain_angina,3663839,1,1,1,2,0
0_7159023,pain_depression,7159023,0,0,4,4,0
1_461749,noop_pain_depression,461749,1,1,1,2,0
0_6905224,attacks_oregon_goias,6905224,0,0,3,3,0
1_4050227,noop_attacks_oregon_goias,4050227,1,1,1,2,0
0_4700324,craves_depression_snickers,4700324,0,0,3,3,0
1_5410840,noop_craves_depression_snickers,5410840,1,2,6,8,0
0_6456524,eats_lamb_beef,6456524,0,0,4,4,0
1_7242962,noop_eats_lamb_beef,7242962,1,1,1,2,0
0_7650924,eats_onion_tofu,7650924,0,0,1,1,0
1_953650,noop_eats_onion_tofu,953650,1,1,1,2,0
0_895075,eats_marzipan_tofu,895075,0,0,1,1,0
1_4872690,noop_eats_marzipan_tofu,4872690,1,1,1,2,0
0_778475,pain_hangover,778475,0,0,4,4,0
1_7594879,noop_pain_hangover,7594879,1,1,1,2,0
0_2114526,locale_ham_bosnia,2114526,0,0,3,3,0
1_7161928,noop_locale_ham_bosnia,7161928,1,1,3,4,0
0_5978126,eats_lamb_haroset,5978126,0,0,4,4,0
1_3024551,noop_eats_lamb_haroset,3024551,1,1,1,2,0
0_1567476,pain_anger,1567476,0,0,2,2,0
1_7076654,noop_pain_anger,7076654,1,1,1,2,0
0_5583426,food_bacon,5583426,0,0,11,11,0
1_3091627,noop_food_bacon,3091627,1,1,1,2,0
0_4281177,eats_okra_wonderbread,4281177,0,0,3,3,0
1_1490852,noop_eats_okra_wonderbread,1490852,1,1,1,2,0
0_2984277,harmony_achievement_saturn,2984277,0,0,2,2,0
1_3694793,noop_harmony_achievement_saturn,3694793,1,2,5,7,0
0_7281678,eats_snickers_wonderbread,7281678,0,0,3,3,0
1_5659255,noop_eats_snickers_wonderbread,5659255,1,1,1,2,0
0_3121428,craves_sciatica_bacon,3121428,0,0,3,3,0
1_331103,noop_craves_sciatica_bacon,331103,1,2,6,8,0
0_677729,eats_tofu_onion,677729,0,0,1,1,0
1_1981432,noop_eats_tofu_onion,1981432,1,1,1,2,0
0_3976229,planet_vulcan,3976229,0,0,8,8,0
1_2791656,noop_planet_vulcan,2791656,1,1,1,2,0
0_5127929,pleasure_learning,5127929,0,0,11,11,0
1_2174354,noop_pleasure_learning,2174354,1,1,1,2,0
0_44280,locale_lemon_manitoba,44280,0,0,4,4,0
1_5254932,noop_locale_lemon_manitoba,5254932,1,4,15,19,0
0_6322230,eats_wonderbread_bacon,6322230,0,0,1,1,0
1_4085983,noop_eats_wonderbread_bacon,4085983,1,1,1,2,0
0_6052830,eats_lobster_bacon,6052830,0,0,4,4,0
1_2029468,noop_eats_lobster_bacon,2029468,1,1,1,2,0
0_473381,eats_ham_flounder,473381,0,0,2,2,0
1_5520783,noop_eats_ham_flounder,5520783,1,1,1,2,0
0_3477531,harmony_entertainment_uranus,3477531,0,0,4,4,0
1_2167967,noop_harmony_entertainment_uranus,2167967,1,2,7,9,0
0_292731,craves_lubricity_lemon,292731,0,0,6,6,0
1_6057461,noop_craves_lubricity_lemon,6057461,1,4,15,19,0
0_6406031,planet_saturn,6406031,0,0,18,18,0
1_5221458,noop_planet_saturn,5221458,1,1,1,2,0
0_5711881,pain_prostatitis,5711881,0,0,1,1,0
1_3418815,noop_pain_prostatitis,3418815,1,1,1,2,0
0_1767281,food_lemon,1767281,0,0,9,9,0
1_7276459,noop_food_lemon,7276459,1,1,1,2,0
0_2286682,eats_marzipan_beef,2286682,0,0,1,1,0
1_6264297,noop_eats_marzipan_beef,6264297,1,1,1,2,0
0_3933582,pain_jealousy,3933582,0,0,5,5,0
1_2749009,noop_pain_jealousy,2749009,1,1,1,2,0
0_7865332,pain_dread,7865332,0,0,6,6,0
1_5373533,noop_pain_dread,5373533,1,1,1,2,0
0_601332,pleasure_achievement,601332,0,0,3,3,0
1_5747312,noop_pleasure_achievement,5747312,1,1,1,2,0
0_1830183,province_goias,1830183,0,0,1,1,0
1_2616621,noop_province_goias,2616621,1,1,1,2,0
0_2922283,pleasure_stimulation,2922283,0,0,13,13,0
1_67286,noop_pleasure_stimulation,67286,1,1,1,2,0
0_2875084,craves_learning_snickers,2875084,0,0,6,6,0
1_2087401,noop_craves_learning_snickers,2087401,1,4,13,17,0
0_4362134,eats_flounder_ham,4362134,0,0,2,2,0
1_1408559,noop_eats_flounder_ham,1408559,1,1,1,2,0
0_2799034,locale_bacon_manitoba,2799034,0,0,5,5,0
1_8709,noop_locale_bacon_manitoba,8709,1,3,12,15,0
0_1742084,eats_haroset_flounder,1742084,0,0,4,4,0
1_6952736,noop_eats_haroset_flounder,6952736,1,1,1,2,0
0_6290134,craves_love_haroset,6290134,0,0,6,6,0
1_434518,noop_craves_love_haroset,434518,1,4,19,23,0
0_222734,craves_jealousy_haroset,222734,0,0,4,4,0
1_3813846,noop_craves_jealousy_haroset,3813846,1,2,7,9,0
0_2380884,food_haroset,2380884,0,0,21,21,0
1_7783167,noop_food_haroset,7783167,1,1,1,2,0
0_1265535,locale_haroset_manitoba,1265535,0,0,10,10,0
1_4856647,noop_locale_haroset_manitoba,4856647,1,4,25,29,0
0_4623385,province_manitoba,4623385,0,0,1,1,0
1_1669810,noop_province_manitoba,1669810,1,1,1,2,0
0_5601736,eats_cantelope_marzipan,5601736,0,0,1,1,0
1_1191871,noop_eats_cantelope_marzipan,1191871,1,1,1,2,0
0_1221736,eats_bacon_lobster,1221736,0,0,3,3,0
1_5199351,noop_eats_bacon_lobster,5199351,1,1,1,2,0
0_511036,eats_wonderbread_okra,511036,0,0,1,1,0
1_5721688,noop_eats_wonderbread_okra,5721688,1,1,1,2,0
0_522536,locale_cantelope_bavaria,522536,0,0,1,1,0
1_7735830,noop_locale_cantelope_bavaria,7735830,1,1,1,2,0
0_1243086,pleasure_entertainment,1243086,0,0,12,12,0
1_7007816,noop_pleasure_entertainment,7007816,1,1,1,2,0
0_3810436,food_onion,3810436,0,0,4,4,0
1_1318637,noop_food_onion,1318637,1,1,1,2,0
0_5991737,eats_marzipan_cantelope,5991737,0,0,1,1,0
1_1581872,noop_eats_marzipan_cantelope,1581872,1,1,1,2,0
0_4944137,harmony_lubricity_earth,4944137,0,0,4,4,0
1_534272,noop_harmony_lubricity_earth,534272,1,2,7,9,0
0_6133837,food_okra,6133837,0,0,10,10,0
1_5342758,noop_food_okra,5342758,1,1,1,2,0
0_6444638,eats_beef_lamb,6444638,0,0,3,3,0
1_7231076,noop_eats_beef_lamb,7231076,1,1,1,2,0
0_7283739,eats_tofu_marzipan,7283739,0,0,1,1,0
1_3260377,noop_eats_tofu_marzipan,3260377,1,1,1,2,0
0_1180739,pain_laceration,1180739,0,0,4,4,0
1_2484442,noop_pain_laceration,2484442,1,1,1,2,0
0_3590140,orbits_uranus_saturn,3590140,0,0,12,12,0
1_735143,noop_orbits_uranus_saturn,735143,1,1,1,2,0
0_5255941,locale_lamb_bosnia,5255941,0,0,5,5,0
1_1232579,noop_locale_lamb_bosnia,1232579,1,3,18,21,0
0_2046441,eats_lemon_ham,2046441,0,0,2,2,0
1_2832879,noop_eats_lemon_ham,2832879,1,1,1,2,0
0_5631791,pain_loneliness,5631791,0,0,1,1,0
1_6935494,noop_pain_loneliness,6935494,1,1,1,2,0
0_1619342,locale_okra_manitoba,1619342,0,0,5,5,0
1_6765322,noop_locale_okra_manitoba,6765322,1,3,13,16,0
0_6616492,eats_lemon_cantelope,6616492,0,0,2,2,0
1_3761495,noop_eats_lemon_cantelope,3761495,1,1,1,2,0
0_3837243,craves_anxiety_onion,3837243,0,0,2,2,0
1_982246,noop_craves_anxiety_onion,982246,1,1,2,3,0
0_2928243,harmony_love_uranus,2928243,0,0,5,5,0
1_5073604,noop_harmony_love_uranus,5073604,1,2,8,10,0
0_3456443,pain_grief,3456443,0,0,5,5,0
1_964644,noop_pain_grief,964644,1,1,1,2,0
0_696593,food_lobster,696593,0,0,16,16,0
1_6098876,noop_food_lobster,6098876,1,1,1,2,0
0_560444,eats_wonderbread_snickers,560444,0,0,1,1,0
1_6938998,noop_eats_wonderbread_snickers,6938998,1,1,1,2,0
0_4022794,attacks_bavaria_manitoba,4022794,0,0,33,33,0
1_3235111,noop_attacks_bavaria_manitoba,3235111,1,1,1,2,0
0_6505494,craves_angina_ham,6505494,0,0,2,2,0
1_3551919,noop_craves_angina_ham,3551919,1,1,2,3,0
0_7434994,eats_lemon_beef,7434994,0,0,2,2,0
1_737720,noop_eats_lemon_beef,737720,1,1,1,2,0
0_7318845,eats_snickers_okra,7318845,0,0,3,3,0
1_3295483,noop_eats_snickers_okra,3295483,1,1,1,2,0
0_1344146,locale_snickers_manitoba,1344146,0,0,7,7,0
1_556463,noop_locale_snickers_manitoba,556463,1,4,16,20,0
0_6870746,locale_marzipan_oregon,6870746,0,0,1,1,0
1_4634499,noop_locale_marzipan_oregon,4634499,1,1,1,2,0
0_2339897,locale_beef_oregon,2339897,0,0,7,7,0
1_6317512,noop_locale_beef_oregon,6317512,1,1,7,8,0
0_6857847,attacks_manitoba_pennsylvania,6857847,0,0,1,1,0
1_7650497,noop_attacks_manitoba_pennsylvania,7650497,1,1,1,2,0
0_6239897,province_bosnia,6239897,0,0,1,1,0
1_7543600,noop_province_bosnia,7543600,1,1,1,2,0
0_1366298,attacks_goias_bosnia,1366298,0,0,7,7,0
1_6512278,noop_attacks_goias_bosnia,6512278,1,1,1,2,0
0_4679598,eats_bacon_wonderbread,4679598,0,0,3,3,0
1_2443351,noop_eats_bacon_wonderbread,2443351,1,1,1,2,0
0_1013998,pleasure_aesthetics,1013998,0,0,9,9,0
1_3159359,noop_pleasure_aesthetics,3159359,1,1,1,2,0
0_6440549,pleasure_lubricity,6440549,0,0,13,13,0
1_2417187,noop_pleasure_lubricity,2417187,1,1,1,2,0
0_7543600,noop_province_bosnia,7543600,0,0,1,1,0
1_6239897,province_bosnia,6239897,1,1,1,2,0
0_953650,noop_eats_onion_tofu,953650,0,0,1,1,0
1_7650924,eats_onion_tofu,7650924,1,1,1,2,0
0_5112850,feast_love_haroset_lamb_bavaria_manitoba,5112850,0,0,7,7,0
1_7733722,locale_haroset_bavaria,7733722,1,3,5,8,0
1_3553209,craves_love_lamb,3553209,1,1,8,9,0
1_6290134,craves_love_haroset,6290134,1,3,10,13,0
1_1265535,locale_haroset_manitoba,1265535,1,3,17,20,0
0_5592600,overcome_sciatica_aesthetics_bacon_saturn_earth,5592600,0,0,6,6,0
1_2814490,harmony_aesthetics_saturn,2814490,1,1,14,15,0
1_5951675,fears_sciatica_aesthetics,5951675,1,1,7,8,0
1_3121428,craves_sciatica_bacon,3121428,1,1,7,8,0
1_6305720,harmony_aesthetics_earth,6305720,1,1,5,6,0
0_2443351,noop_eats_bacon_wonderbread,2443351,0,0,1,1,0
1_4679598,eats_bacon_wonderbread,4679598,1,1,4,5,0
0_5199351,noop_eats_bacon_lobster,5199351,0,0,1,1,0
1_1221736,eats_bacon_lobster,1221736,1,1,4,5,0
0_2087401,noop_craves_learning_snickers,2087401,0,0,4,4,0
1_2875084,craves_learning_snickers,2875084,1,4,11,15,0
0_3024551,noop_eats_lamb_haroset,3024551,0,0,1,1,0
1_5978126,eats_lamb_haroset,5978126,1,1,11,12,0
0_6261001,noop_craves_laceration_lamb,6261001,0,0,2,2,0
1_496271,craves_laceration_lamb,496271,1,2,8,10,0
0_5457751,feast_lubricity_lemon_cantelope_bavaria_manitoba,5457751,0,0,7,7,0
1_6447545,locale_lemon_bavaria,6447545,1,3,5,8,0
1_6631441,craves_lubricity_cantelope,6631441,1,1,6,7,0
1_292731,craves_lubricity_lemon,292731,1,3,11,14,0
1_44280,locale_lemon_manitoba,44280,1,3,11,14,0
0_1490852,noop_eats_okra_wonderbread,1490852,0,0,1,1,0
1_4281177,eats_okra_wonderbread,4281177,1,1,3,4,0
0_331103,noop_craves_sciatica_bacon,331103,0,0,2,2,0
0_191203,noop_locale_tofu_manitoba,191203,0,0,1,1,0
1_3046200,locale_tofu_manitoba,3046200,1,1,1,2,0
0_394853,feast_aesthetics_bacon_wonderbread_bavaria_manitoba,394853,0,0,6,6,0
1_5395676,locale_bacon_bavaria,5395676,1,2,3,5,0
1_658980,craves_aesthetics_wonderbread,658980,1,1,10,11,0
1_4244617,craves_aesthetics_bacon,4244617,1,2,6,8,0
1_2799034,locale_bacon_manitoba,2799034,1,2,10,12,0
0_5073604,noop_harmony_love_uranus,5073604,0,0,2,2,0
1_2928243,harmony_love_uranus,2928243,1,2,10,12,0
0_2174354,noop_pleasure_learning,2174354,0,0,1,1,0
1_5127929,pleasure_learning,5127929,1,1,21,22,0
0_7076654,noop_pain_anger,7076654,0,0,1,1,0
1_1567476,pain_anger,1567476,1,1,6,7,0
0_1108354,noop_craves_loneliness_tofu,1108354,0,0,1,1,0
1_3344601,craves_loneliness_tofu,3344601,1,1,1,2,0
0_4708754,noop_eats_cantelope_lemon,4708754,0,0,1,1,0
1_7563751,eats_cantelope_lemon,7563751,1,1,1,2,0
0_7467054,feast_entertainment_lobster_bacon_bavaria_manitoba,7467054,0,0,6,6,0
1_5244493,locale_lobster_bavaria,5244493,1,2,5,7,0
1_132955,craves_entertainment_bacon,132955,1,1,7,8,0
1_2247302,craves_entertainment_lobster,2247302,1,2,5,7,0
1_4101071,locale_lobster_manitoba,4101071,1,2,12,14,0
0_5659255,noop_eats_snickers_wonderbread,5659255,0,0,1,1,0
1_7281678,eats_snickers_wonderbread,7281678,1,1,3,4,0
0_6034255,noop_eats_beef_lemon,6034255,0,0,1,1,0
1_4730552,eats_beef_lemon,4730552,1,1,7,8,0
0_6902405,feast_stimulation_lamb_haroset_goias_bosnia,6902405,0,0,6,6,0
1_4451660,locale_lamb_goias,4451660,1,2,11,13,0
1_7695533,craves_stimulation_haroset,7695533,1,1,13,14,0
1_5586764,craves_stimulation_lamb,5586764,1,2,13,15,0
1_5255941,locale_lamb_bosnia,5255941,1,2,12,14,0
0_2791656,noop_planet_vulcan,2791656,0,0,1,1,0
1_3976229,planet_vulcan,3976229,1,1,21,22,0
0_2475306,noop_craves_expectation_okra,2475306,0,0,3,3,0
1_6885171,craves_expectation_okra,6885171,1,3,7,10,0
0_1212556,feast_learning_snickers_okra_bavaria_manitoba,1212556,0,0,8,8,0
1_2639657,locale_snickers_bavaria,2639657,1,3,5,8,0
1_2404175,craves_learning_okra,2404175,1,1,13,14,0
1_1344146,locale_snickers_manitoba,1344146,1,3,11,14,0
0_1640807,noop_province_bavaria,1640807,0,0,1,1,0
1_3933873,province_bavaria,3933873,1,1,1,2,0
0_4964407,noop_food_cantelope,4964407,0,0,1,1,0
1_4177969,food_cantelope,4177969,1,1,6,7,0
0_5342758,noop_food_okra,5342758,0,0,1,1,0
1_6133837,food_okra,6133837,1,1,14,15,0
0_5221458,noop_planet_saturn,5221458,0,0,1,1,0
1_6406031,planet_saturn,6406031,1,1,36,37,0
0_5347858,feast_entertainment_lobster_haroset_bavaria_manitoba,5347858,0,0,8,8,0
1_3931593,craves_entertainment_haroset,3931593,1,1,12,13,0
0_1277058,overcome_laceration_stimulation_lamb_saturn_earth,1277058,0,0,7,7,0
1_218314,harmony_stimulation_saturn,218314,1,1,14,15,0
1_2883160,fears_laceration_stimulation,2883160,1,1,4,5,0
1_794907,harmony_stimulation_earth,794907,1,1,8,9,0
0_3159359,noop_pleasure_aesthetics,3159359,0,0,1,1,0
1_1013998,pleasure_aesthetics,1013998,1,1,20,21,0
0_8709,noop_locale_bacon_manitoba,8709,0,0,3,3,0
0_1408559,noop_eats_flounder_ham,1408559,0,0,1,1,0
1_4362134,eats_flounder_ham,4362134,1,1,6,7,0
0_2749009,noop_pain_jealousy,2749009,0,0,1,1,0
1_3933582,pain_jealousy,3933582,1,1,12,13,0
0_7276459,noop_food_lemon,7276459,0,0,1,1,0
1_1767281,food_lemon,1767281,1,1,20,21,0
0_1323959,noop_province_oregon,1323959,0,0,1,1,0
1_20256,province_oregon,20256,1,1,1,2,0
0_1669810,noop_province_manitoba,1669810,0,0,1,1,0
1_4623385,province_manitoba,4623385,1,1,1,2,0
0_3235111,noop_attacks_bavaria_manitoba,3235111,0,0,1,1,0
1_4022794,attacks_bavaria_manitoba,4022794,1,1,43,44,0
0_6057461,noop_craves_lubricity_lemon,6057461,0,0,4,4,0
0_7173461,noop_harmony_stimulation_earth,7173461,0,0,2,2,0
0_6317512,noop_locale_beef_oregon,6317512,0,0,1,1,0
1_2339897,locale_beef_oregon,2339897,1,1,10,11,0
0_5747312,noop_pleasure_achievement,5747312,0,0,1,1,0
1_601332,pleasure_achievement,601332,1,1,3,4,0
0_7242962,noop_eats_lamb_beef,7242962,0,0,1,1,0
1_6456524,eats_lamb_beef,6456524,1,1,11,12,0
0_5861162,noop_orbits_saturn_earth,5861162,0,0,1,1,0
1_3715801,orbits_saturn_earth,3715801,1,1,34,35,0
0_556463,noop_locale_snickers_manitoba,556463,0,0,4,4,0
0_1760814,noop_locale_onion_bavaria,1760814,0,0,1,1,0
1_4615811,locale_onion_bavaria,4615811,1,1,1,2,0
0_3418815,noop_pain_prostatitis,3418815,0,0,1,1,0
1_5711881,pain_prostatitis,5711881,1,1,3,4,0
0_4565515,noop_orbits_vulcan_uranus,4565515,0,0,1,1,0
1_7420512,orbits_vulcan_uranus,7420512,1,1,33,34,0
0_7135015,feast_love_haroset_lobster_bavaria_manitoba,7135015,0,0,9,9,0
1_4605843,craves_love_lobster,4605843,1,1,12,13,0
0_2696465,overcome_depression_learning_snickers_uranus_saturn,2696465,0,0,7,7,0
1_2297701,harmony_learning_uranus,2297701,1,1,12,13,0
1_7517629,fears_depression_learning,7517629,1,1,11,12,0
1_4700324,craves_depression_snickers,4700324,1,1,7,8,0
1_1222810,harmony_learning_saturn,1222810,1,1,7,8,0
0_2432615,overcome_grief_entertainment_lobster_vulcan_uranus,2432615,0,0,6,6,0
1_7973815,harmony_entertainment_vulcan,7973815,1,1,11,12,0
1_5021913,fears_grief_entertainment,5021913,1,1,7,8,0
1_5474563,craves_grief_lobster,5474563,1,1,8,9,0
1_3477531,harmony_entertainment_uranus,3477531,1,1,9,10,0
