id,name,hash,time,ind,otd,ad,bc
0_5066715,location_city3-2,5066715,0,0,10,10,0
1_2773649,noop_location_city3-2,2773649,1,1,1,2,0
0_4800617,in-city_city9-2_city9,4800617,0,0,3,3,0
1_2010292,noop_in-city_city9-2_city9,2010292,1,1,1,2,0
0_1097418,at_truck4_city4-1,1097418,0,0,2,2,0
1_6144820,noop_at_truck4_city4-1,6144820,1,2,4,6,0
0_257768,airport_city3-2,257768,0,0,73,73,0
1_1561471,noop_airport_city3-2,1561471,1,1,1,2,0
0_3973469,at_truck10_city10-1,3973469,0,0,4,4,0
1_6118830,noop_at_truck10_city10-1,6118830,1,2,4,6,0
1_7404958,load-truck_package2_truck10_city10-1,7404958,1,7,8,15,0
0_500169,at_plane2_city3-2,500169,0,0,12,12,0
1_5547571,noop_at_plane2_city3-2,5547571,1,10,103,113,0
0_2402321,in-city_city6-1_city6,2402321,0,0,3,3,0
1_7612973,noop_in-city_city6-1_city6,7612973,1,1,1,2,0
0_5263322,location_city6-1,5263322,0,0,3,3,0
1_2970256,noop_location_city6-1,2970256,1,1,1,2,0
0_5263323,location_city6-2,5263323,0,0,3,3,0
1_2970257,noop_location_city6-2,2970257,1,1,1,2,0
0_6195675,in-city_city5-1_city5,6195675,0,0,3,3,0
1_3405350,noop_in-city_city5-1_city5,3405350,1,1,1,2,0
1_2656144,drive-truck_truck5_city5-1_city5-2_city5,2656144,1,8,5,13,0
0_178725,in-city_city6-2_city6,178725,0,0,3,3,0
1_5389377,noop_in-city_city6-2_city6,5389377,1,1,1,2,0
0_5370576,at_truck5_city5-1,5370576,0,0,2,2,0
1_2417001,noop_at_truck5_city5-1,2417001,1,2,4,6,0
0_454376,airport_city6-2,454376,0,0,73,73,0
1_1758079,noop_airport_city6-2,1758079,1,1,1,2,0
0_5001178,location_city2-1,5001178,0,0,3,3,0
1_2708112,noop_location_city2-1,2708112,1,1,1,2,0
0_552079,at_truck2_city2-1,552079,0,0,2,2,0
1_5599481,noop_at_truck2_city2-1,5599481,1,2,5,7,0
0_3972079,in-city_city5-2_city5,3972079,0,0,3,3,0
1_1181754,noop_in-city_city5-2_city5,1181754,1,1,1,2,0
0_5001179,location_city2-2,5001179,0,0,8,8,0
1_2708113,noop_location_city2-2,2708113,1,1,1,2,0
0_5459930,location_city9-1,5459930,0,0,3,3,0
1_3166864,noop_location_city9-1,3166864,1,1,1,2,0
0_2661380,truck_truck1,2661380,0,0,4,4,0
1_62686,noop_truck_truck1,62686,1,1,1,2,0
1_85171,drive-truck_truck1_city1-1_city1-2_city1,85171,1,8,6,14,0
0_5459931,location_city9-2,5459931,0,0,3,3,0
1_3166865,noop_location_city9-2,3166865,1,1,1,2,0
0_2661381,truck_truck2,2661381,0,0,4,4,0
1_62687,noop_truck_truck2,62687,1,1,1,2,0
0_4490132,at_plane1_city6-2,4490132,0,0,10,10,0
1_1536557,noop_at_plane1_city6-2,1536557,1,10,104,114,0
0_518082,in-city_city10-1_city10,518082,0,0,3,3,0
1_4109194,noop_in-city_city10-1_city10,4109194,1,1,1,2,0
0_192232,airport_city2-2,192232,0,0,73,73,0
1_1495935,noop_airport_city2-2,1495935,1,1,1,2,0
0_2661382,truck_truck3,2661382,0,0,4,4,0
1_62688,noop_truck_truck3,62688,1,1,1,2,0
0_1573783,in-city_city2-1_city2,1573783,0,0,3,3,0
1_6784435,noop_in-city_city2-1_city2,6784435,1,1,1,2,0
0_7765433,in-city_city4-2_city4,7765433,0,0,3,3,0
1_4975108,noop_in-city_city4-2_city4,4975108,1,1,1,2,0
0_2661383,truck_truck4,2661383,0,0,3,3,0
1_62689,noop_truck_truck4,62689,1,1,1,2,0
0_1230283,truck_truck10,1230283,0,0,5,5,0
1_45710,noop_truck_truck10,45710,1,1,1,2,0
0_650984,airport_city9-2,650984,0,0,73,73,0
1_1954687,noop_airport_city9-2,1954687,1,1,1,2,0
0_2661384,truck_truck5,2661384,0,0,3,3,0
1_62690,noop_truck_truck5,62690,1,1,1,2,0
0_7160435,at_package2_city10-1,7160435,0,0,2,2,0
1_4305438,noop_at_package2_city10-1,4305438,1,2,4,6,0
0_4969935,at_plane3_city7-2,4969935,0,0,12,12,0
1_2016360,noop_at_plane3_city7-2,2016360,1,10,103,113,0
0_2661385,truck_truck6,2661385,0,0,3,3,0
1_62691,noop_truck_truck6,62691,1,1,1,2,0
0_914436,at_plane4_city3-2,914436,0,0,12,12,0
1_5961838,noop_at_plane4_city3-2,5961838,1,10,103,113,0
0_5197786,location_city5-1,5197786,0,0,3,3,0
1_2904720,noop_location_city5-1,2904720,1,1,1,2,0
0_2661386,truck_truck7,2661386,0,0,4,4,0
1_62692,noop_truck_truck7,62692,1,1,1,2,0
0_4825237,at_truck3_city3-1,4825237,0,0,2,2,0
1_1871662,noop_at_truck3_city3-1,1871662,1,2,5,7,0
0_5367137,in-city_city1-1_city1,5367137,0,0,3,3,0
1_2576812,noop_in-city_city1-1_city1,2576812,1,1,1,2,0
0_5197787,location_city5-2,5197787,0,0,3,3,0
1_2904721,noop_location_city5-2,2904721,1,1,1,2,0
0_2661387,truck_truck8,2661387,0,0,3,3,0
1_62693,noop_truck_truck8,62693,1,1,1,2,0
1_6584618,drive-truck_truck8_city8-1_city8-2_city8,6584618,1,8,5,13,0
0_2661388,truck_truck9,2661388,0,0,3,3,0
1_62694,noop_truck_truck9,62694,1,1,1,2,0
0_4435789,obj_package1,4435789,0,0,6,6,0
1_1837095,noop_obj_package1,1837095,1,1,1,2,0
0_2816590,in-city_city8-1_city8,2816590,0,0,3,3,0
1_26265,noop_in-city_city8-1_city8,26265,1,1,1,2,0
0_388840,airport_city5-2,388840,0,0,73,73,0
1_1692543,noop_airport_city5-2,1692543,1,1,1,2,0
0_4435790,obj_package2,4435790,0,0,3,3,0
1_1837096,noop_obj_package2,1837096,1,1,1,2,0
0_3143541,in-city_city1-2_city1,3143541,0,0,3,3,0
1_353216,noop_in-city_city1-2_city1,353216,1,1,1,2,0
0_4435791,obj_package3,4435791,0,0,8,8,0
1_1837097,noop_obj_package3,1837097,1,1,1,2,0
0_4935642,location_city1-1,4935642,0,0,3,3,0
1_2642576,noop_location_city1-1,2642576,1,1,1,2,0
0_6497292,city_city1,6497292,0,0,3,3,0
1_4005493,noop_city_city1,4005493,1,1,1,2,0
0_4435792,obj_package4,4435792,0,0,7,7,0
1_1837098,noop_obj_package4,1837098,1,1,1,2,0
0_4935643,location_city1-2,4935643,0,0,8,8,0
1_2642577,noop_location_city1-2,2642577,1,1,1,2,0
0_6497293,city_city2,6497293,0,0,3,3,0
1_4005494,noop_city_city2,4005494,1,1,1,2,0
0_4435793,obj_package5,4435793,0,0,6,6,0
1_1837099,noop_obj_package5,1837099,1,1,1,2,0
0_6609944,in-city_city7-1_city7,6609944,0,0,3,3,0
1_3819619,noop_in-city_city7-1_city7,3819619,1,1,1,2,0
0_592994,in-city_city8-2_city8,592994,0,0,3,3,0
1_5803646,noop_in-city_city8-2_city8,5803646,1,1,1,2,0
0_5394394,location_city8-1,5394394,0,0,3,3,0
1_3101328,noop_location_city8-1,3101328,1,1,1,2,0
0_6497294,city_city3,6497294,0,0,3,3,0
1_4005495,noop_city_city3,4005495,1,1,1,2,0
0_5394395,location_city8-2,5394395,0,0,3,3,0
1_3101329,noop_location_city8-2,3101329,1,1,1,2,0
0_6497295,city_city4,6497295,0,0,3,3,0
1_4005496,noop_city_city4,4005496,1,1,1,2,0
0_2188096,at_truck8_city8-1,2188096,0,0,2,2,0
1_7235498,noop_at_truck8_city8-1,7235498,1,2,4,6,0
0_126696,airport_city1-2,126696,0,0,73,73,0
1_1430399,noop_airport_city1-2,1430399,1,1,1,2,0
0_625646,airport_city10-2,625646,0,0,73,73,0
1_6333557,noop_airport_city10-2,6333557,1,1,1,2,0
0_7566596,location_city10-1,7566596,0,0,5,5,0
1_4613021,noop_location_city10-1,4613021,1,1,1,2,0
0_6497296,city_city5,6497296,0,0,3,3,0
1_4005497,noop_city_city5,4005497,1,1,1,2,0
0_7566597,location_city10-2,7566597,0,0,3,3,0
1_4613022,noop_location_city10-2,4613022,1,1,1,2,0
0_6497297,city_city6,6497297,0,0,3,3,0
1_4005498,noop_city_city6,4005498,1,1,1,2,0
0_4279898,at_truck1_city1-1,4279898,0,0,2,2,0
1_1326323,noop_at_truck1_city1-1,1326323,1,2,5,7,0
0_4386348,in-city_city7-2_city7,4386348,0,0,3,3,0
1_1596023,noop_in-city_city7-2_city7,1596023,1,1,1,2,0
0_585448,airport_city8-2,585448,0,0,73,73,0
1_1889151,noop_airport_city8-2,1889151,1,1,1,2,0
0_6497298,city_city7,6497298,0,0,3,3,0
1_4005499,noop_city_city7,4005499,1,1,1,2,0
0_3772549,at_package4_city7-2,3772549,0,0,6,6,0
1_5917910,noop_at_package4_city7-2,5917910,1,2,8,10,0
0_6497299,city_city8,6497299,0,0,3,3,0
1_4005500,noop_city_city8,4005500,1,1,1,2,0
0_4005500,noop_city_city8,4005500,0,0,1,1,0
1_6497299,city_city8,6497299,1,1,3,4,0
0_3405350,noop_in-city_city5-1_city5,3405350,0,0,1,1,0
1_6195675,in-city_city5-1_city5,6195675,1,1,3,4,0
0_1281200,noop_city_city10,1281200,0,0,1,1,0
1_7104561,city_city10,7104561,1,1,3,4,0
0_6883250,fly-airplane_plane1_city6-2_city4-2,6883250,0,0,10,10,0
1_4359060,at_plane1_city4-2,4359060,1,1,19,20,0
1_4490132,at_plane1_city6-2,4490132,1,9,19,28,0
0_1889151,noop_airport_city8-2,1889151,0,0,1,1,0
1_585448,airport_city8-2,585448,1,1,73,74,0
0_2417001,noop_at_truck5_city5-1,2417001,0,0,2,2,0
1_5370576,at_truck5_city5-1,5370576,1,2,2,4,0
0_4005501,noop_city_city9,4005501,0,0,1,1,0
1_6497300,city_city9,6497300,1,1,3,4,0
0_2629551,fly-airplane_plane2_city3-2_city10-2,2629551,0,0,11,11,0
1_6673463,at_plane2_city10-2,6673463,1,1,21,22,0
1_500169,at_plane2_city3-2,500169,1,9,21,30,0
0_7889752,load-airplane_package4_plane3_city7-2,7889752,0,0,11,11,0
1_2133321,in_package4_plane3,2133321,1,1,20,21,0
1_3772549,at_package4_city7-2,3772549,1,1,7,8,0
0_1181754,noop_in-city_city5-2_city5,1181754,0,0,1,1,0
1_3972079,in-city_city5-2_city5,3972079,1,1,3,4,0
0_7198704,noop_in-city_city4-1_city4,7198704,0,0,1,1,0
1_1988052,in-city_city4-1_city4,1988052,1,1,3,4,0
0_3092355,fly-airplane_plane4_city3-2_city7-2,3092355,0,0,11,11,0
1_1176580,at_plane4_city7-2,1176580,1,1,23,24,0
1_914436,at_plane4_city3-2,914436,1,9,21,30,0
0_2970256,noop_location_city6-1,2970256,0,0,1,1,0
1_5263322,location_city6-1,5263322,1,1,3,4,0
0_6333557,noop_airport_city10-2,6333557,0,0,1,1,0
1_625646,airport_city10-2,625646,1,1,73,74,0
0_1536557,noop_at_plane1_city6-2,1536557,0,0,10,10,0
0_2970257,noop_location_city6-2,2970257,0,0,1,1,0
1_5263323,location_city6-2,5263323,1,1,6,7,0
0_1627007,noop_airport_city4-2,1627007,0,0,1,1,0
1_323304,airport_city4-2,323304,1,1,73,74,0
0_4975108,noop_in-city_city4-2_city4,4975108,0,0,1,1,0
1_7765433,in-city_city4-2_city4,7765433,1,1,3,4,0
0_7079858,fly-airplane_plane1_city6-2_city7-2,7079858,0,0,11,11,0
1_4555668,at_plane1_city7-2,4555668,1,1,21,22,0
0_7404958,load-truck_package2_truck10_city10-1,7404958,0,0,3,3,0
1_1676676,in_package2_truck10,1676676,1,1,4,5,0
1_7160435,at_package2_city10-1,7160435,1,1,3,4,0
0_6690159,noop_at_truck6_city6-1,6690159,0,0,2,2,0
1_1642757,at_truck6_city6-1,1642757,1,2,2,4,0
0_5956609,fly-airplane_plane3_city7-2_city3-2,5956609,0,0,11,11,0
1_4707791,at_plane3_city3-2,4707791,1,1,23,24,0
1_4969935,at_plane3_city7-2,4969935,1,9,21,30,0
0_6416259,load-airplane_package3_plane2_city3-2,6416259,0,0,12,12,0
1_3304529,in_package3_plane2,3304529,1,1,21,22,0
1_7303760,at_package3_city3-2,7303760,1,2,8,10,0
0_5917910,noop_at_package4_city7-2,5917910,0,0,2,2,0
0_2016360,noop_at_plane3_city7-2,2016360,0,0,10,10,0
0_45710,noop_truck_truck10,45710,0,0,1,1,0
1_1230283,truck_truck10,1230283,1,1,6,7,0
0_931011,fly-airplane_plane2_city3-2_city6-2,931011,0,0,12,12,0
1_696777,at_plane2_city6-2,696777,1,1,21,22,0
0_2576812,noop_in-city_city1-1_city1,2576812,0,0,1,1,0
1_5367137,in-city_city1-1_city1,5367137,1,1,3,4,0
0_1871662,noop_at_truck3_city3-1,1871662,0,0,2,2,0
1_4825237,at_truck3_city3-1,4825237,1,2,2,4,0
0_2708112,noop_location_city2-1,2708112,0,0,1,1,0
1_5001178,location_city2-1,5001178,1,1,3,4,0
0_2708113,noop_location_city2-2,2708113,0,0,1,1,0
1_5001179,location_city2-2,5001179,1,1,16,17,0
0_5018863,noop_airplane_plane1,5018863,0,0,1,1,0
1_3715160,airplane_plane1,3715160,1,1,99,100,0
0_3166864,noop_location_city9-1,3166864,0,0,1,1,0
1_5459930,location_city9-1,5459930,1,1,3,4,0
0_5018864,noop_airplane_plane2,5018864,0,0,1,1,0
1_3715161,airplane_plane2,3715161,1,1,108,109,0
0_6817714,fly-airplane_plane1_city6-2_city3-2,6817714,0,0,11,11,0
1_4293524,at_plane1_city3-2,4293524,1,1,21,22,0
0_7656764,drive-truck_truck10_city10-1_city10-2_city10,7656764,0,0,3,3,0
1_3973470,at_truck10_city10-2,3973470,1,1,3,4,0
1_3973469,at_truck10_city10-1,3973469,1,1,4,5,0
0_26265,noop_in-city_city8-1_city8,26265,0,0,1,1,0
1_2816590,in-city_city8-1_city8,2816590,1,1,3,4,0
0_3166865,noop_location_city9-2,3166865,0,0,1,1,0
1_5459931,location_city9-2,5459931,1,1,6,7,0
0_5018865,noop_airplane_plane3,5018865,0,0,1,1,0
1_3715162,airplane_plane3,3715162,1,1,108,109,0
0_1823615,noop_airport_city7-2,1823615,0,0,1,1,0
1_519912,airport_city7-2,519912,1,1,73,74,0
0_353216,noop_in-city_city1-2_city1,353216,0,0,1,1,0
1_3143541,in-city_city1-2_city1,3143541,1,1,3,4,0
0_5018866,noop_airplane_plane4,5018866,0,0,1,1,0
1_3715163,airplane_plane4,3715163,1,1,108,109,0
0_668867,fly-airplane_plane2_city3-2_city2-2,668867,0,0,12,12,0
1_434633,at_plane2_city2-2,434633,1,1,23,24,0
0_6153217,fly-airplane_plane3_city7-2_city6-2,6153217,0,0,12,12,0
1_4904399,at_plane3_city6-2,4904399,1,1,21,22,0
0_5227117,drive-truck_truck9_city9-1_city9-2_city9,5227117,0,0,2,2,0
1_6461255,at_truck9_city9-2,6461255,1,1,2,3,0
1_6461254,at_truck9_city9-1,6461254,1,1,2,3,0
0_6584618,drive-truck_truck8_city8-1_city8-2_city8,6584618,0,0,2,2,0
1_2188097,at_truck8_city8-2,2188097,1,1,2,3,0
1_2188096,at_truck8_city8-1,2188096,1,1,2,3,0
0_3819619,noop_in-city_city7-1_city7,3819619,0,0,1,1,0
1_6609944,in-city_city7-1_city7,6609944,1,1,3,4,0
0_1127619,fly-airplane_plane2_city3-2_city9-2,1127619,0,0,12,12,0
1_893385,at_plane2_city9-2,893385,1,1,21,22,0
0_3026819,fly-airplane_plane4_city3-2_city6-2,3026819,0,0,12,12,0
1_1111044,at_plane4_city6-2,1111044,1,1,21,22,0
0_7942119,drive-truck_truck7_city7-1_city7-2_city7,7942119,0,0,2,2,0
1_5915916,at_truck7_city7-2,5915916,1,1,4,5,0
1_5915915,at_truck7_city7-1,5915915,1,1,2,3,0
0_2904720,noop_location_city5-1,2904720,0,0,1,1,0
1_5197786,location_city5-1,5197786,1,1,3,4,0
0_6144820,noop_at_truck4_city4-1,6144820,0,0,2,2,0
1_1097418,at_truck4_city4-1,1097418,1,2,2,4,0
0_4613021,noop_location_city10-1,4613021,0,0,1,1,0
1_7566596,location_city10-1,7566596,1,1,5,6,0
0_2904721,noop_location_city5-2,2904721,0,0,1,1,0
1_5197787,location_city5-2,5197787,1,1,6,7,0
0_5547571,noop_at_plane2_city3-2,5547571,0,0,10,10,0
0_1561471,noop_airport_city3-2,1561471,0,0,1,1,0
1_257768,airport_city3-2,257768,1,1,73,74,0
0_85171,drive-truck_truck1_city1-1_city1-2_city1,85171,0,0,2,2,0
1_4279899,at_truck1_city1-2,4279899,1,1,4,5,0
1_4279898,at_truck1_city1-1,4279898,1,1,2,3,0
0_4613022,noop_location_city10-2,4613022,0,0,1,1,0
1_7566597,location_city10-2,7566597,1,1,7,8,0
0_1596023,noop_in-city_city7-2_city7,1596023,0,0,1,1,0
1_4386348,in-city_city7-2_city7,4386348,1,1,3,4,0
0_1326323,noop_at_truck1_city1-1,1326323,0,0,2,2,0
0_7612973,noop_in-city_city6-1_city6,7612973,0,0,1,1,0
1_2402321,in-city_city6-1_city6,2402321,1,1,3,4,0
0_5891073,fly-airplane_plane3_city7-2_city2-2,5891073,0,0,12,12,0
1_4642255,at_plane3_city2-2,4642255,1,1,22,23,0
0_865475,fly-airplane_plane2_city3-2_city5-2,865475,0,0,12,12,0
1_631241,at_plane2_city5-2,631241,1,1,21,22,0
0_6349825,fly-airplane_plane3_city7-2_city9-2,6349825,0,0,12,12,0
1_5101007,at_plane3_city9-2,5101007,1,1,21,22,0
0_2764675,fly-airplane_plane4_city3-2_city2-2,2764675,0,0,12,12,0
1_848900,at_plane4_city2-2,848900,1,1,13,14,0
0_2642576,noop_location_city1-1,2642576,0,0,1,1,0
1_4935642,location_city1-1,4935642,1,1,3,4,0
0_6830526,load-airplane_package3_plane4_city3-2,6830526,0,0,13,13,0
1_3304531,in_package3_plane4,3304531,1,1,22,23,0
0_2642577,noop_location_city1-2,2642577,0,0,1,1,0
1_4935643,location_city1-2,4935643,1,1,16,17,0
0_5389377,noop_in-city_city6-2_city6,5389377,0,0,1,1,0
1_178725,in-city_city6-2_city6,178725,1,1,3,4,0
0_3223427,fly-airplane_plane4_city3-2_city9-2,3223427,0,0,12,12,0
1_1307652,at_plane4_city9-2,1307652,1,1,20,21,0
0_3101328,noop_location_city8-1,3101328,0,0,1,1,0
1_5394394,location_city8-1,5394394,1,1,3,4,0
0_6752178,fly-airplane_plane1_city6-2_city2-2,6752178,0,0,11,11,0
1_4227988,at_plane1_city2-2,4227988,1,1,21,22,0
0_3351128,fly-airplane_plane3_city7-2_city10-2,3351128,0,0,12,12,0
1_3692800,at_plane3_city10-2,3692800,1,1,11,12,0
0_3101329,noop_location_city8-2,3101329,0,0,1,1,0
1_5394395,location_city8-2,5394395,1,1,6,7,0
0_1758079,noop_airport_city6-2,1758079,0,0,1,1,0
1_454376,airport_city6-2,454376,1,1,73,74,0
0_3507679,noop_at_truck9_city9-1,3507679,0,0,2,2,0
0_7767629,fly-airplane_plane1_city6-2_city10-2,7767629,0,0,11,11,0
1_1653149,at_plane1_city10-2,1653149,1,1,19,20,0
0_6118830,noop_at_truck10_city10-1,6118830,0,0,2,2,0
0_7210930,fly-airplane_plane1_city6-2_city9-2,7210930,0,0,11,11,0
1_4686740,at_plane1_city9-2,4686740,1,1,19,20,0
0_5599481,noop_at_truck2_city2-1,5599481,0,0,2,2,0
1_552079,at_truck2_city2-1,552079,1,2,2,4,0
0_2991081,noop_in-city_city3-1_city3,2991081,0,0,1,1,0
1_5781406,in-city_city3-1_city3,5781406,1,1,3,4,0
0_603331,fly-airplane_plane2_city3-2_city1-2,603331,0,0,12,12,0
1_369097,at_plane2_city1-2,369097,1,1,23,24,0
0_6087681,fly-airplane_plane3_city7-2_city5-2,6087681,0,0,12,12,0
1_4838863,at_plane3_city5-2,4838863,1,1,21,22,0
0_1062083,fly-airplane_plane2_city3-2_city8-2,1062083,0,0,12,12,0
1_827849,at_plane2_city8-2,827849,1,1,21,22,0
0_2961283,fly-airplane_plane4_city3-2_city5-2,2961283,0,0,12,12,0
1_1045508,at_plane4_city5-2,1045508,1,1,21,22,0
0_2839184,noop_location_city4-1,2839184,0,0,1,1,0
1_5132250,location_city4-1,5132250,1,1,3,4,0
0_6784435,noop_in-city_city2-1_city2,6784435,0,0,1,1,0
1_1573783,in-city_city2-1_city2,1573783,1,1,3,4,0
0_1495935,noop_airport_city2-2,1495935,0,0,1,1,0
1_192232,airport_city2-2,192232,1,1,73,74,0
0_767485,noop_in-city_city3-2_city3,767485,0,0,1,1,0
1_3557810,in-city_city3-2_city3,3557810,1,1,3,4,0
0_2839185,noop_location_city4-2,2839185,0,0,1,1,0
1_5132251,location_city4-2,5132251,1,1,6,7,0
0_2937985,noop_in-city_city10-2_city10,2937985,0,0,1,1,0
1_7347850,in-city_city10-2_city10,7347850,1,1,3,4,0
0_62686,noop_truck_truck1,62686,0,0,1,1,0
