id,name,hash,time,ind,otd,ad,bc
1_7516608,feast_lubricity_shrimp_onion_bosnia_alsace,7516608,1,12,33,45,0
1_3474193,feast_lubricity_shrimp_turkey_bosnia_alsace,3474193,1,12,33,45,0
1_225428,feast_lubricity_shrimp_potato_bosnia_alsace,225428,1,12,33,45,0
0_541159,locale_rice_alsace,541159,0,0,10,10,0
1_4518774,noop_locale_rice_alsace,4518774,1,4,40,44,0
0_1126409,locale_ham_guanabara,1126409,0,0,4,4,0
1_6272389,noop_locale_ham_guanabara,6272389,1,4,19,23,0
0_197009,eats_wonderbread_ham,197009,0,0,3,3,0
1_5342989,noop_eats_wonderbread_ham,5342989,1,1,1,2,0
0_4985459,pain_sciatica,4985459,0,0,3,3,0
1_3800886,noop_pain_sciatica,3800886,1,1,1,2,0
0_7763559,pain_jealousy-2,7763559,0,0,3,3,0
1_1066285,noop_pain_jealousy-2,1066285,1,1,1,2,0
0_6432009,food_arugula,6432009,0,0,17,17,0
1_3833315,noop_food_arugula,3833315,1,1,1,2,0
1_7874447,feast_satisfaction_potato_arugula_guanabara_bosnia,7874447,1,12,41,53,0
0_7801210,eats_wurst_papaya,7801210,0,0,1,1,0
1_4847635,noop_eats_wurst_papaya,4847635,1,1,1,2,0
0_1370260,pain_anxiety,1370260,0,0,3,3,0
1_6772543,noop_pain_anxiety,6772543,1,1,1,2,0
0_3516611,harmony_excitement_uranus,3516611,0,0,5,5,0
1_1894188,noop_harmony_excitement_uranus,1894188,1,3,12,15,0
0_4565062,craves_prostatitis_wurst,4565062,0,0,4,4,0
1_3777379,noop_craves_prostatitis_wurst,3777379,1,2,7,9,0
0_6196362,pleasure_rest,6196362,0,0,19,19,0
1_5011789,noop_pleasure_rest,5011789,1,1,1,2,0
0_4744512,food_shrimp,4744512,0,0,21,21,0
1_6922128,noop_food_shrimp,6922128,1,1,1,2,0
1_7248052,feast_satisfaction_potato_shrimp_guanabara_bosnia,7248052,1,12,41,53,0
0_2456363,locale_haroset_guanabara,2456363,0,0,1,1,0
1_1668680,noop_locale_haroset_guanabara,1668680,1,1,1,2,0
0_3474113,pain_laceration-8,3474113,0,0,1,1,0
1_520538,noop_pain_laceration-8,520538,1,1,1,2,0
0_2459414,locale_marzipan_surrey,2459414,0,0,11,11,0
1_223167,noop_locale_marzipan_surrey,223167,1,1,11,12,0
0_5509864,eats_rice_papaya,5509864,0,0,6,6,0
1_3216798,noop_eats_rice_papaya,3216798,1,1,1,2,0
0_3163114,planet_earth,3163114,0,0,25,25,0
1_564420,noop_planet_earth,564420,1,1,1,2,0
0_7998514,pain_loneliness-3,7998514,0,0,3,3,0
1_5044939,noop_pain_loneliness-3,5044939,1,1,1,2,0
0_7991065,eats_mutton_marzipan,7991065,0,0,2,2,0
1_5136068,noop_eats_mutton_marzipan,5136068,1,1,1,2,0
0_4531615,harmony_satiety_saturn,4531615,0,0,7,7,0
1_2295368,noop_harmony_satiety_saturn,2295368,1,2,10,12,0
1_5890937,overcome_laceration_satiety_cherry_mercury_saturn,5890937,1,14,44,58,0
0_5397415,food_cherry,5397415,0,0,30,30,0
1_7575031,noop_food_cherry,7575031,1,1,1,2,0
1_622134,feast_satiety_cherry_rice_bosnia_alsace,622134,1,12,46,58,0
0_3282766,craves_jealousy_rice,3282766,0,0,4,4,0
1_427769,noop_craves_jealousy_rice,427769,1,2,7,9,0
0_1006816,craves_laceration-8_haroset,1006816,0,0,1,1,0
1_6877418,noop_craves_laceration-8_haroset,6877418,1,1,1,2,0
0_1414816,eats_ham_mutton,1414816,0,0,2,2,0
1_2718519,noop_eats_ham_mutton,2718519,1,1,1,2,0
0_131867,harmony_satisfaction_saturn,131867,0,0,5,5,0
1_6002469,noop_harmony_satisfaction_saturn,6002469,1,2,8,10,0
1_1387483,overcome_loneliness_satisfaction_potato_mercury_saturn,1387483,1,14,39,53,0
0_942867,craves_anger_marzipan,942867,0,0,3,3,0
1_6153519,noop_craves_anger_marzipan,6153519,1,1,3,4,0
0_1795018,eats_endive_cherry,1795018,0,0,4,4,0
1_5772633,noop_eats_endive_cherry,5772633,1,1,1,2,0
0_2216718,eats_potato_shrimp,2216718,0,0,6,6,0
1_6194333,noop_eats_potato_shrimp,6194333,1,1,1,2,0
0_7477118,locale_papaya_alsace,7477118,0,0,5,5,0
1_4622121,noop_locale_papaya_alsace,4622121,1,3,18,21,0
0_1840068,food_wonderbread,1840068,0,0,16,16,0
1_7547979,noop_food_wonderbread,7547979,1,1,1,2,0
0_7323719,craves_anxiety_marzipan,7323719,0,0,3,3,0
1_2913854,noop_craves_anxiety_marzipan,2913854,1,1,3,4,0
0_4439469,eats_ham_wonderbread,4439469,0,0,2,2,0
1_1584472,noop_eats_ham_wonderbread,1584472,1,1,1,2,0
0_4018670,eats_shrimp_onion,4018670,0,0,4,4,0
1_1065095,noop_eats_shrimp_onion,1065095,1,1,1,2,0
0_7813070,pain_abrasion,7813070,0,0,2,2,0
1_6628497,noop_pain_abrasion,6628497,1,1,1,2,0
0_1112071,craves_loneliness_potato,1112071,0,0,4,4,0
1_324388,noop_craves_loneliness_potato,324388,1,2,7,9,0
0_7367121,harmony_lubricity_uranus,7367121,0,0,4,4,0
1_6579438,noop_harmony_lubricity_uranus,6579438,1,2,7,9,0
0_7480922,planet_uranus,7480922,0,0,19,19,0
1_6296349,noop_planet_uranus,6296349,1,1,1,2,0
0_3933873,province_bavaria,3933873,0,0,1,1,0
1_1640807,noop_province_bavaria,1640807,1,1,1,2,0
0_1486223,pain_angina,1486223,0,0,3,3,0
1_3663839,noop_pain_angina,3663839,1,1,1,2,0
0_7159023,pain_depression,7159023,0,0,5,5,0
1_461749,noop_pain_depression,461749,1,1,1,2,0
0_5961424,province_guanabara,5961424,0,0,1,1,0
1_1938062,noop_province_guanabara,1938062,1,1,1,2,0
0_4866225,craves_satiety_cherry,4866225,0,0,6,6,0
1_2075900,noop_craves_satiety_cherry,2075900,1,4,34,38,0
0_3223975,eats_haroset_marzipan,3223975,0,0,1,1,0
1_433650,noop_eats_haroset_marzipan,433650,1,1,1,2,0
0_778475,pain_hangover,778475,0,0,5,5,0
1_7594879,noop_pain_hangover,7594879,1,1,1,2,0
0_5524126,eats_papaya_rice,5524126,0,0,4,4,0
1_3231060,noop_eats_papaya_rice,3231060,1,1,1,2,0
0_1567476,pain_anger,1567476,0,0,3,3,0
1_7076654,noop_pain_anger,7076654,1,1,1,2,0
0_6773576,food_potato,6773576,0,0,27,27,0
1_950215,noop_food_potato,950215,1,1,1,2,0
1_5584884,feast_satisfaction_potato_yogurt_guanabara_bosnia,5584884,1,12,41,53,0
0_1737877,attacks_bosnia_alsace,1737877,0,0,47,47,0
1_6948529,noop_attacks_bosnia_alsace,6948529,1,1,1,2,0
0_1682327,craves_boils_shrimp,1682327,0,0,3,3,0
1_3827688,noop_craves_boils_shrimp,3827688,1,2,6,8,0
0_6892927,attacks_guanabara_bosnia,6892927,0,0,31,31,0
1_6105244,noop_attacks_guanabara_bosnia,6105244,1,1,1,2,0
0_4737077,craves_loneliness-3_ham,4737077,0,0,2,2,0
1_327212,noop_craves_loneliness-3_ham,327212,1,2,4,6,0
0_3639227,locale_wonderbread_alsace,3639227,0,0,7,7,0
1_2016804,noop_locale_wonderbread_alsace,2016804,1,1,7,8,0
0_7775927,eats_potato_yogurt,7775927,0,0,6,6,0
1_3752565,noop_eats_potato_yogurt,3752565,1,1,1,2,0
0_6161127,locale_arugula_surrey,6161127,0,0,5,5,0
1_3370802,noop_locale_arugula_surrey,3370802,1,3,22,25,0
0_5370277,food_wurst,5370277,0,0,11,11,0
1_2878478,noop_food_wurst,2878478,1,1,1,2,0
0_1272578,locale_cherry_alsace,1272578,0,0,10,10,0
1_6418558,noop_locale_cherry_alsace,6418558,1,4,40,44,0
0_6951528,eats_marzipan_rice,6951528,0,0,3,3,0
1_2928166,noop_eats_marzipan_rice,2928166,1,1,1,2,0
0_2937679,craves_angina_onion,2937679,0,0,3,3,0
1_5083040,noop_craves_angina_onion,5083040,1,1,3,4,0
0_7203479,eats_marzipan_cherry,7203479,0,0,3,3,0
1_4348482,noop_eats_marzipan_cherry,4348482,1,1,1,2,0
0_6527729,orbits_mercury_saturn,6527729,0,0,22,22,0
1_3737404,noop_orbits_mercury_saturn,3737404,1,1,1,2,0
0_4462730,craves_abrasion-4_ham,4462730,0,0,2,2,0
1_1672405,noop_craves_abrasion-4_ham,1672405,1,2,4,6,0
0_492931,locale_wurst_goias,492931,0,0,1,1,0
1_4470546,noop_locale_wurst_goias,4470546,1,1,1,2,0
0_5428931,eats_cherry_marzipan,5428931,0,0,6,6,0
1_2573934,noop_eats_cherry_marzipan,2573934,1,1,1,2,0
0_3477531,harmony_entertainment_uranus,3477531,0,0,2,2,0
1_2167967,noop_harmony_entertainment_uranus,2167967,1,2,5,7,0
0_2996931,craves_dread_papaya,2996931,0,0,4,4,0
1_5142292,noop_craves_dread_papaya,5142292,1,2,6,8,0
0_3305631,craves_lubricity_shrimp,3305631,0,0,6,6,0
1_6896743,noop_craves_lubricity_shrimp,6896743,1,4,24,28,0
0_6406031,planet_saturn,6406031,0,0,24,24,0
1_5221458,noop_planet_saturn,5221458,1,1,1,2,0
0_5711881,pain_prostatitis,5711881,0,0,5,5,0
1_3418815,noop_pain_prostatitis,3418815,1,1,1,2,0
0_7395882,eats_potato_arugula,7395882,0,0,6,6,0
1_1540266,noop_eats_potato_arugula,1540266,1,1,1,2,0
0_3933582,pain_jealousy,3933582,0,0,5,5,0
1_2749009,noop_pain_jealousy,2749009,1,1,1,2,0
0_7865332,pain_dread,7865332,0,0,5,5,0
1_5373533,noop_pain_dread,5373533,1,1,1,2,0
0_601332,pleasure_achievement,601332,0,0,17,17,0
1_5747312,noop_pleasure_achievement,5747312,1,1,1,2,0
0_2932032,pleasure_excitement,2932032,0,0,17,17,0
1_5077393,noop_pleasure_excitement,5077393,1,1,1,2,0
0_1024883,locale_turkey_bavaria,1024883,0,0,3,3,0
1_6235535,noop_locale_turkey_bavaria,6235535,1,1,3,4,0
0_7920783,craves_entertainment_wurst,7920783,0,0,3,3,0
1_630322,noop_craves_entertainment_wurst,630322,1,1,1,2,0
0_5021833,eats_onion_ham,5021833,0,0,3,3,0
1_5808271,noop_eats_onion_ham,5808271,1,1,1,2,0
0_1830183,province_goias,1830183,0,0,1,1,0
1_2616621,noop_province_goias,2616621,1,1,1,2,0
0_1766033,pleasure_intoxication,1766033,0,0,17,17,0
1_6976685,noop_pleasure_intoxication,6976685,1,1,1,2,0
0_7298434,eats_shrimp_turkey,7298434,0,0,4,4,0
1_3275072,noop_eats_shrimp_turkey,3275072,1,1,1,2,0
0_5753084,craves_satisfaction_potato,5753084,0,0,6,6,0
1_6463600,noop_craves_satisfaction_potato,6463600,1,4,29,33,0
0_3749584,eats_wurst_endive,3749584,0,0,1,1,0
1_796009,noop_eats_wurst_endive,796009,1,1,1,2,0
0_7730434,harmony_rest_saturn,7730434,0,0,6,6,0
1_1874818,noop_harmony_rest_saturn,1874818,1,3,11,14,0
0_2380884,food_haroset,2380884,0,0,4,4,0
1_7783167,noop_food_haroset,7783167,1,1,1,2,0
0_6276535,eats_rice_marzipan,6276535,0,0,6,6,0
1_2253173,noop_eats_rice_marzipan,2253173,1,1,1,2,0
0_725535,craves_love_rice,725535,0,0,6,6,0
1_6433446,noop_craves_love_rice,6433446,1,4,34,38,0
0_3324635,craves_laceration_cherry,3324635,0,0,4,4,0
1_2536952,noop_craves_laceration_cherry,2536952,1,2,7,9,0
0_3519135,eats_yogurt_potato,3519135,0,0,2,2,0
1_7496750,noop_eats_yogurt_potato,7496750,1,1,1,2,0
0_1243086,pleasure_entertainment,1243086,0,0,3,3,0
1_7007816,noop_pleasure_entertainment,7007816,1,1,1,2,0
0_3810436,food_onion,3810436,0,0,15,15,0
1_1318637,noop_food_onion,1318637,1,1,1,2,0
0_346337,eats_arugula_potato,346337,0,0,4,4,0
1_2491698,noop_eats_arugula_potato,2491698,1,1,1,2,0
0_6318237,craves_depression_endive,6318237,0,0,4,4,0
1_5530554,noop_craves_depression_endive,5530554,1,2,6,8,0
0_2211538,eats_onion_marzipan,2211538,0,0,3,3,0
1_4356899,noop_eats_onion_marzipan,4356899,1,1,1,2,0
0_6280238,pleasure_satiety,6280238,0,0,26,26,0
1_3987172,noop_pleasure_satiety,3987172,1,1,1,2,0
0_323738,food_rice,323738,0,0,30,30,0
1_7533636,noop_food_rice,7533636,1,1,1,2,0
0_1180739,pain_laceration,1180739,0,0,5,5,0
1_2484442,noop_pain_laceration,2484442,1,1,1,2,0
0_7806391,eats_onion_shrimp,7806391,0,0,3,3,0
1_4852816,noop_eats_onion_shrimp,4852816,1,1,1,2,0
0_4074641,eats_shrimp_potato,4074641,0,0,4,4,0
1_51279,noop_eats_shrimp_potato,51279,1,1,1,2,0
0_4228691,attacks_bavaria_guanabara,4228691,0,0,12,12,0
1_2606268,noop_attacks_bavaria_guanabara,2606268,1,1,1,2,0
0_1332191,eats_turkey_haroset,1332191,0,0,2,2,0
1_3477552,noop_eats_turkey_haroset,3477552,1,1,1,2,0
0_4444941,attacks_goias_bavaria,4444941,0,0,3,3,0
1_1654616,noop_attacks_goias_bavaria,1654616,1,1,1,2,0
0_5631791,pain_loneliness,5631791,0,0,5,5,0
1_6935494,noop_pain_loneliness,6935494,1,1,1,2,0
0_4864341,pleasure_satisfaction,4864341,0,0,21,21,0
1_2074016,noop_pleasure_satisfaction,2074016,1,1,1,2,0
0_3135292,craves_hangover_papaya,3135292,0,0,4,4,0
1_899045,noop_craves_hangover_papaya,899045,1,2,6,8,0
0_2230292,eats_cherry_endive,2230292,0,0,6,6,0
1_6207907,noop_eats_cherry_endive,6207907,1,1,1,2,0
0_2407942,craves_excitement_papaya,2407942,0,0,9,9,0
1_1620259,noop_craves_excitement_papaya,1620259,1,3,16,19,0
0_1996392,food_turkey,1996392,0,0,6,6,0
1_4174008,noop_food_turkey,4174008,1,1,1,2,0
0_2574892,food_mutton,2574892,0,0,6,6,0
1_4752508,noop_food_mutton,4752508,1,1,1,2,0
0_2928243,harmony_love_uranus,2928243,0,0,7,7,0
1_5073604,noop_harmony_love_uranus,5073604,1,2,10,12,0
0_3456443,pain_grief,3456443,0,0,5,5,0
1_964644,noop_pain_grief,964644,1,1,1,2,0
0_6284244,craves_rest_ham,6284244,0,0,8,8,0
1_7587947,noop_craves_rest_ham,7587947,1,4,19,23,0
0_2302744,food_yogurt,2302744,0,0,11,11,0
1_4480360,noop_food_yogurt,4480360,1,1,1,2,0
0_7928595,craves_achievement_endive,7928595,0,0,9,9,0
1_6306172,noop_craves_achievement_endive,6306172,1,3,16,19,0
0_863045,locale_endive_alsace,863045,0,0,5,5,0
1_6009025,noop_locale_endive_alsace,6009025,1,3,18,21,0
0_5051695,craves_abrasion_yogurt,5051695,0,0,2,2,0
1_2815448,noop_craves_abrasion_yogurt,2815448,1,1,2,3,0
0_2252646,eats_haroset_turkey,2252646,0,0,1,1,0
1_4398007,noop_eats_haroset_turkey,4398007,1,1,1,2,0
0_506446,eats_papaya_wurst,506446,0,0,4,4,0
1_5553848,noop_eats_papaya_wurst,5553848,1,1,1,2,0
0_3962347,harmony_achievement_earth,3962347,0,0,5,5,0
1_2339924,noop_harmony_achievement_earth,2339924,1,3,12,15,0
0_7131947,locale_onion_alsace,7131947,0,0,7,7,0
1_1276331,noop_locale_onion_alsace,1276331,1,1,7,8,0
0_1432497,eats_rice_cherry,1432497,0,0,6,6,0
1_7140408,noop_eats_rice_cherry,7140408,1,1,1,2,0
0_6255097,craves_sciatica_wonderbread,6255097,0,0,3,3,0
1_4124722,noop_craves_sciatica_wonderbread,4124722,1,1,3,4,0
0_7414097,eats_wonderbread_yogurt,7414097,0,0,3,3,0
1_3004232,noop_eats_wonderbread_yogurt,3004232,1,1,1,2,0
0_690997,province_alsace,690997,0,0,1,1,0
1_1994700,noop_province_alsace,1994700,1,1,1,2,0
0_6239897,province_bosnia,6239897,0,0,1,1,0
1_7543600,noop_province_bosnia,7543600,1,1,1,2,0
0_7486548,locale_potato_bosnia,7486548,0,0,10,10,0
1_4631551,noop_locale_potato_bosnia,4631551,1,4,35,39,0
0_5173398,craves_boils-1_arugula,5173398,0,0,3,3,0
1_2937151,noop_craves_boils-1_arugula,2937151,1,2,6,8,0
0_7908898,planet_mercury,7908898,0,0,18,18,0
1_694359,noop_planet_mercury,694359,1,1,1,2,0
0_4692999,attacks_alsace_surrey,4692999,0,0,15,15,0
1_1902674,noop_attacks_alsace_surrey,1902674,1,1,1,2,0
0_2778149,eats_wonderbread_arugula,2778149,0,0,3,3,0
1_1990466,noop_eats_wonderbread_arugula,1990466,1,1,1,2,0
0_5265699,eats_cherry_rice,5265699,0,0,6,6,0
1_2972633,noop_eats_cherry_rice,2972633,1,1,1,2,0
0_7762749,eats_endive_wurst,7762749,0,0,4,4,0
1_4809174,noop_eats_endive_wurst,4809174,1,1,1,2,0
0_6440549,pleasure_lubricity,6440549,0,0,19,19,0
1_2417187,noop_pleasure_lubricity,2417187,1,1,1,2,0
0_7543600,noop_province_bosnia,7543600,0,0,1,1,0
1_6239897,province_bosnia,6239897,1,1,1,2,0
0_1994700,noop_province_alsace,1994700,0,0,1,1,0
1_690997,province_alsace,690997,1,1,1,2,0
0_7496750,noop_eats_yogurt_potato,7496750,0,0,1,1,0
1_3519135,eats_yogurt_potato,3519135,1,1,8,9,0
0_6463600,noop_craves_satisfaction_potato,6463600,0,0,4,4,0
1_5753084,craves_satisfaction_potato,5753084,1,4,16,20,0
0_433650,noop_eats_haroset_marzipan,433650,0,0,1,1,0
1_3223975,eats_haroset_marzipan,3223975,1,1,4,5,0
0_2075900,noop_craves_satiety_cherry,2075900,0,0,4,4,0
1_4866225,craves_satiety_cherry,4866225,1,4,16,20,0
0_2937151,noop_craves_boils-1_arugula,2937151,0,0,2,2,0
1_5173398,craves_boils-1_arugula,5173398,1,2,8,10,0
0_4631551,noop_locale_potato_bosnia,4631551,0,0,4,4,0
1_7486548,locale_potato_bosnia,7486548,1,4,14,18,0
0_3477552,noop_eats_turkey_haroset,3477552,0,0,1,1,0
1_1332191,eats_turkey_haroset,1332191,1,1,3,4,0
0_2536952,noop_craves_laceration_cherry,2536952,0,0,2,2,0
1_3324635,craves_laceration_cherry,3324635,1,2,9,11,0
0_3370802,noop_locale_arugula_surrey,3370802,0,0,3,3,0
1_6161127,locale_arugula_surrey,6161127,1,3,12,15,0
0_7248052,feast_satisfaction_potato_shrimp_guanabara_bosnia,7248052,0,0,9,9,0
1_1091294,locale_potato_guanabara,1091294,1,3,14,17,0
1_3724020,craves_satisfaction_shrimp,3724020,1,1,16,17,0
0_3561603,feast_rest_ham_onion_bavaria_guanabara,3561603,0,0,8,8,0
1_3967861,locale_ham_bavaria,3967861,1,3,15,18,0
1_868003,craves_rest_onion,868003,1,1,11,12,0
1_6284244,craves_rest_ham,6284244,1,3,15,18,0
1_1126409,locale_ham_guanabara,1126409,1,3,14,17,0
0_5073604,noop_harmony_love_uranus,5073604,0,0,2,2,0
1_2928243,harmony_love_uranus,2928243,1,2,15,17,0
0_5530554,noop_craves_depression_endive,5530554,0,0,2,2,0
1_6318237,craves_depression_endive,6318237,1,2,6,8,0
0_3737404,noop_orbits_mercury_saturn,3737404,0,0,1,1,0
1_6527729,orbits_mercury_saturn,6527729,1,1,65,66,0
0_2016804,noop_locale_wonderbread_alsace,2016804,0,0,1,1,0
1_3639227,locale_wonderbread_alsace,3639227,1,1,10,11,0
0_7076654,noop_pain_anger,7076654,0,0,1,1,0
1_1567476,pain_anger,1567476,1,1,10,11,0
0_2913854,noop_craves_anxiety_marzipan,2913854,0,0,1,1,0
1_7323719,craves_anxiety_marzipan,7323719,1,1,8,9,0
0_5887254,noop_eats_marzipan_haroset,5887254,0,0,1,1,0
1_676602,eats_marzipan_haroset,676602,1,1,13,14,0
0_4913604,noop_province_surrey,4913604,0,0,1,1,0
1_3609901,province_surrey,3609901,1,1,1,2,0
0_3904904,noop_locale_yogurt_bosnia,3904904,0,0,1,1,0
1_6759901,locale_yogurt_bosnia,6759901,1,1,9,10,0
0_5636604,noop_eats_mutton_ham,5636604,0,0,1,1,0
1_4332901,eats_mutton_ham,4332901,1,1,6,7,0
0_3592004,feast_intoxication_arugula_wonderbread_alsace_surrey,3592004,0,0,7,7,0
1_3242223,locale_arugula_alsace,3242223,1,2,11,13,0
1_2799049,craves_intoxication_wonderbread,2799049,1,1,19,20,0
1_4203350,craves_intoxication_arugula,4203350,1,2,10,12,0
0_1672405,noop_craves_abrasion-4_ham,1672405,0,0,2,2,0
1_4462730,craves_abrasion-4_ham,4462730,1,2,5,7,0
0_4398007,noop_eats_haroset_turkey,4398007,0,0,1,1,0
1_2252646,eats_haroset_turkey,2252646,1,1,4,5,0
0_6207907,noop_eats_cherry_endive,6207907,0,0,1,1,0
1_2230292,eats_cherry_endive,2230292,1,1,13,14,0
0_1640807,noop_province_bavaria,1640807,0,0,1,1,0
1_3933873,province_bavaria,3933873,1,1,1,2,0
0_7344507,noop_craves_jealousy-2_wonderbread,7344507,0,0,1,1,0
1_6551857,craves_jealousy-2_wonderbread,6551857,1,1,5,6,0
0_7565557,noop_craves_depression-7_haroset,7565557,0,0,1,1,0
1_1694955,craves_depression-7_haroset,1694955,1,1,4,5,0
0_7140408,noop_eats_rice_cherry,7140408,0,0,1,1,0
1_1432497,eats_rice_cherry,1432497,1,1,13,14,0
0_4752508,noop_food_mutton,4752508,0,0,1,1,0
1_2574892,food_mutton,2574892,1,1,31,32,0
0_4174008,noop_food_turkey,4174008,0,0,1,1,0
1_1996392,food_turkey,1996392,1,1,20,21,0
0_5221458,noop_planet_saturn,5221458,0,0,1,1,0
1_6406031,planet_saturn,6406031,1,1,60,61,0
0_6418558,noop_locale_cherry_alsace,6418558,0,0,4,4,0
1_1272578,locale_cherry_alsace,1272578,1,4,17,21,0
0_496858,noop_pain_boils-1,496858,0,0,1,1,0
1_3095552,pain_boils-1,3095552,1,1,10,11,0
0_7516608,feast_lubricity_shrimp_onion_bosnia_alsace,7516608,0,0,7,7,0
