"","com","dom","gn","minSteps","solved","graph","fap","graphSize","parallel","type","Class","gid","Y","M","count","sum","min","max","mean","sd","kurt","skew","pn","cdkey","pkey"
"13","IPC1998","gripper","strips-gripper-x-11",93,1,1,3,43,1,NA,"6 Not Proc","5a8bcd9c9ec8e644137fe3d7","a","PME",13436,582795.557854829,0,84.4827586206897,43.3756741481712,23.7664511164781,232192167048.146,474215961.172907,"11","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-11"
"14","IPC1998","gripper","strips-gripper-x-11",93,1,1,3,43,1,NA,"6 Not Proc","5a8bcd9c9ec8e644137fe3d7","a","PDE",13436,9447.71634615385,0,1.92307692307692,0.703164360386562,0.651529940186955,-2.95106014581007,0.181012151567296,"11","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-11"
"15","IPC1998","gripper","strips-gripper-x-11",93,1,1,3,43,1,NA,"6 Not Proc","5a8bcd9c9ec8e644137fe3d7","f","PME",5383,64591.0393064678,0,65.3333333333333,11.9990784518796,12.7763356324454,949395896.729521,10174187.347031,"11","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-11"
"16","IPC1998","gripper","strips-gripper-x-11",93,1,1,3,43,1,NA,"6 Not Proc","5a8bcd9c9ec8e644137fe3d7","f","POE",5383,999.733891850722,0,49.009900990099,0.185720581803961,1.91587696692398,75487.699581278,955.3471209683,"11","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-11"
"17","IPC1998","gripper","strips-gripper-x-11",93,1,1,3,43,1,NA,"6 Not Proc","5a8bcd9c9ec8e644137fe3d7","f","PDE",5383,3679.09060943361,0,14.9068322981366,0.683464724026307,1.77306730882812,5947.30699585272,260.944612024247,"11","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-11"
"18","IPC1998","gripper","strips-gripper-x-11",93,1,1,3,43,1,NA,"6 Not Proc","5a8bcd9c9ec8e644137fe3d7","a","POE",13436,13673.1971153846,0.78125,1.92307692307692,1.01765384901642,0.35804203259002,-2.99950117309259,0.0138570267689184,"11","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-11"
"19","IPC1998","gripper","strips-gripper-x-12",101,1,1,3,38,1,NA,"6 Not Proc","5a8bdb9c9ec8e6158e02479d","f","POE",5113,1002.29418474831,0,49.0825688073394,0.196028590797636,1.96579824151938,88749.4046243251,1092.49264759068,"12","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-12"
"20","IPC1998","gripper","strips-gripper-x-12",101,1,1,3,38,1,NA,"6 Not Proc","5a8bdb9c9ec8e6158e02479d","a","PDE",12780,8350.76345755691,0,1.78571428571429,0.653424370700854,0.604970288945764,-2.97291242515521,0.116081528916837,"12","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-12"
"21","IPC1998","gripper","strips-gripper-x-12",101,1,1,3,38,1,NA,"6 Not Proc","5a8bdb9c9ec8e6158e02479d","f","PDE",5113,3234.84457567342,0,14.9425287356322,0.632670560468106,1.710588267875,4855.90974279343,218.155142281237,"12","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-12"
"22","IPC1998","gripper","strips-gripper-x-12",101,1,1,3,38,1,NA,"6 Not Proc","5a8bdb9c9ec8e6158e02479d","a","PME",12780,552860.121449565,0,84.5744680851064,43.2597904107641,23.7749993068025,233068045988.733,473209921.029989,"12","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-12"
"23","IPC1998","gripper","strips-gripper-x-12",101,1,1,3,38,1,NA,"6 Not Proc","5a8bdb9c9ec8e6158e02479d","f","PME",5113,60769.156108292,0,65.4320987654321,11.8852251336382,12.7862991543255,960134702.508715,10156571.3210747,"12","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-12"
"24","IPC1998","gripper","strips-gripper-x-12",101,1,1,3,38,1,NA,"6 Not Proc","5a8bdb9c9ec8e6158e02479d","a","POE",12780,12075.8540372671,0.72463768115942,1.78571428571429,0.944902506828414,0.332433550963196,-2.99972403559776,0.00887481181925663,"12","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-12"
"25","IPC1998","gripper","strips-gripper-x-13",109,1,1,3,34,1,NA,"6 Not Proc","5a8bcafd9ec8e63b5deae8c8","f","POE",4891,1004.50781019747,0,49.1452991452991,0.205378820322524,2.00986747249273,102036.2459619,1226.47354881326,"13","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-13"
"26","IPC1998","gripper","strips-gripper-x-13",109,1,1,3,34,1,NA,"6 Not Proc","5a8bcafd9ec8e63b5deae8c8","a","POE",12238,10793.0180180178,0.675675675675676,1.66666666666667,0.881926623469342,0.310258710324802,-2.99984077656971,0.00586385937564834,"13","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-13"
"27","IPC1998","gripper","strips-gripper-x-13",109,1,1,3,34,1,NA,"6 Not Proc","5a8bcafd9ec8e63b5deae8c8","a","PDE",12238,7468.26576576573,0,1.66666666666667,0.610252146246587,0.564710003076811,-2.98435881607637,0.0768340814261544,"13","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-13"
"28","IPC1998","gripper","strips-gripper-x-13",109,1,1,3,34,1,NA,"6 Not Proc","5a8bcafd9ec8e63b5deae8c8","f","PME",4891,57663.2126653931,0,65.5172413793103,11.7896570569195,12.8005797698449,973896761.164642,10167550.7631129,"13","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-13"
"29","IPC1998","gripper","strips-gripper-x-13",109,1,1,3,34,1,NA,"6 Not Proc","5a8bcafd9ec8e63b5deae8c8","a","PME",12238,528140.635541623,0,84.6534653465346,43.155796334501,23.7827524391251,233823851464.722,472400646.838961,"13","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-13"
"30","IPC1998","gripper","strips-gripper-x-13",109,1,1,3,34,1,NA,"6 Not Proc","5a8bcafd9ec8e63b5deae8c8","f","PDE",4891,2878.56904195646,0,14.9732620320856,0.588544069097619,1.6535316859943,4002.5515774728,184.108310300607,"13","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-13"
"31","IPC1998","gripper","strips-gripper-x-14",119,1,1,3,31,1,NA,"6 Not Proc","5a8bc7b79ec8e62e9fcca167","f","PDE",4747,2611.10967741935,0,15,0.550054703479957,1.6015482777053,3333.36429631787,156.906517923141,"14","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-14"
"32","IPC1998","gripper","strips-gripper-x-14",119,1,1,3,31,1,NA,"6 Not Proc","5a8bc7b79ec8e62e9fcca167","a","POE",11888,9829.52927215188,0.632911392405063,1.5625,0.826844656136598,0.290863546591166,-2.99990477669298,0.00398020776658148,"14","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-14"
"33","IPC1998","gripper","strips-gripper-x-14",119,1,1,3,31,1,NA,"6 Not Proc","5a8bc7b79ec8e62e9fcca167","a","PME",11888,511942.158125065,0,84.7222222222222,43.0637750778151,23.7895538552313,234482556605.372,471705813.617449,"14","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-14"
"34","IPC1998","gripper","strips-gripper-x-14",119,1,1,3,31,1,NA,"6 Not Proc","5a8bc7b79ec8e62e9fcca167","f","PME",4747,55574.9907890982,0,65.5913978494624,11.707392203307,12.8150023657151,987245064.58199,10185318.6993225,"14","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-14"
"35","IPC1998","gripper","strips-gripper-x-14",119,1,1,3,31,1,NA,"6 Not Proc","5a8bc7b79ec8e62e9fcca167","f","POE",4747,1006.44072580645,0,49.2,0.212016163009575,2.04014883787064,112257.736738713,1327.26834151844,"14","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-14"
"36","IPC1998","gripper","strips-gripper-x-14",119,1,1,3,31,1,NA,"6 Not Proc","5a8bc7b79ec8e62e9fcca167","a","PDE",11888,6805.07318037978,0,1.5625,0.572432131593185,0.529505456155771,-2.99063828353063,0.0522447984926984,"14","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-14"
"37","IPC1998","gripper","strips-gripper-x-15",125,1,1,3,28,1,NA,"6 Not Proc","5a8bf2eb9ec8e666d65c15b3","a","PDE",11382,6135.11904761899,0,1.47058823529412,0.539019420806448,0.498592734083916,-2.99420169792919,0.0364355880235902,"15","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-15"
"38","IPC1998","gripper","strips-gripper-x-15",125,1,1,3,28,1,NA,"6 Not Proc","5a8bf2eb9ec8e666d65c15b3","f","PME",4543,52884.2953508384,0,65.6565656565657,11.6408310259385,12.8388808544442,1008425740.74242,10255536.6327722,"15","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-15"
"39","IPC1998","gripper","strips-gripper-x-15",125,1,1,3,28,1,NA,"6 Not Proc","5a8bf2eb9ec8e666d65c15b3","f","POE",4543,1008.14315199764,0,49.2481203007519,0.221911325555281,2.08524936000877,128622.623603912,1486.28537463795,"15","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-15"
"40","IPC1998","gripper","strips-gripper-x-15",125,1,1,3,28,1,NA,"6 Not Proc","5a8bf2eb9ec8e666d65c15b3","a","POE",11382,8859.31372549008,0.595238095238095,1.47058823529412,0.778361775214381,0.27377632236778,-2.9999411160754,0.00276783213454549,"15","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-15"
"41","IPC1998","gripper","strips-gripper-x-15",125,1,1,3,28,1,NA,"6 Not Proc","5a8bf2eb9ec8e666d65c15b3","f","PDE",4543,2342.49538699502,0,15.0234741784038,0.515627423947836,1.55275632516563,2787.37464025954,134.320708650428,"15","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-15"
"42","IPC1998","gripper","strips-gripper-x-15",125,1,1,3,28,1,NA,"6 Not Proc","5a8bf2eb9ec8e666d65c15b3","a","PME",11382,489136.707488501,0,84.7826086956522,42.9745833323231,23.7960990542735,235017920699.09,471210780.966164,"15","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-15"
"43","IPC1998","gripper","strips-gripper-x-16",135,1,1,3,26,1,NA,"6 Not Proc","5a8be1419ec8e629813f9998","a","PDE",11172,5689.87983770286,0,1.38888888888889,0.509298231086901,0.471047403942601,-2.99631367930317,0.0259198131687438,"16","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-16"
"44","IPC1998","gripper","strips-gripper-x-16",135,1,1,3,26,1,NA,"6 Not Proc","5a8be1419ec8e629813f9998","f","PDE",4457,2163.63339340632,0,15.0442477876106,0.485446128204245,1.50854676311255,2358.22154606428,116.202722542682,"16","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-16"
"45","IPC1998","gripper","strips-gripper-x-16",135,1,1,3,26,1,NA,"6 Not Proc","5a8be1419ec8e629813f9998","a","POE",11172,8213.8420724095,0.561797752808989,1.38888888888889,0.735216798461287,0.258580094225464,-2.99996260526702,0.00196477348229751,"16","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-16"
"46","IPC1998","gripper","strips-gripper-x-16",135,1,1,3,26,1,NA,"6 Not Proc","5a8be1419ec8e629813f9998","a","PME",11172,479257.863038994,0,84.8360655737705,42.89812594334,23.8015362750385,235501449700.027,470716806.103486,"16","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-16"
"47","IPC1998","gripper","strips-gripper-x-16",135,1,1,3,26,1,NA,"6 Not Proc","5a8be1419ec8e629813f9998","f","POE",4457,1009.65400202634,0,49.290780141844,0.226532196999404,2.10530633329981,136844.960191441,1564.33056633556,"16","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-16"
"48","IPC1998","gripper","strips-gripper-x-16",135,1,1,3,26,1,NA,"6 Not Proc","5a8be1419ec8e629813f9998","f","PME",4457,51613.2953913982,0,65.7142857142857,11.580277180031,12.8565075966623,1023887445.62989,10299237.627334,"16","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-16"
"49","IPC1998","gripper","strips-gripper-x-17",143,1,1,3,24,1,NA,"6 Not Proc","5a8c1db39ec8e6035345d7ae","f","POE",4331,1011.00389509962,0,49.3288590604027,0.233434286561907,2.1355859261298,149674.240011869,1685.23042763881,"17","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-17"
"50","IPC1998","gripper","strips-gripper-x-17",143,1,1,3,24,1,NA,"6 Not Proc","5a8c1db39ec8e6035345d7ae","a","POE",10858,7564.69764837626,0.531914893617021,1.31578947368421,0.696693465497906,0.245001097624729,-2.99997561942128,0.00142159132127704,"17","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-17"
"51","IPC1998","gripper","strips-gripper-x-17",143,1,1,3,24,1,NA,"6 Not Proc","5a8c1db39ec8e6035345d7ae","a","PME",10858,464975.223406672,0,84.8837209302326,42.8232845281518,23.8066974470943,235884478439.513,470358734.156178,"17","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-17"
"52","IPC1998","gripper","strips-gripper-x-17",143,1,1,3,24,1,NA,"6 Not Proc","5a8c1db39ec8e6035345d7ae","f","PME",4331,49940.9448755439,0,65.7657657657658,11.5310424556786,12.8810137608831,1045183869.69956,10381656.947697,"17","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-17"
"53","IPC1998","gripper","strips-gripper-x-17",143,1,1,3,24,1,NA,"6 Not Proc","5a8c1db39ec8e6035345d7ae","f","PDE",4331,1984.14567469663,0,15.0627615062762,0.458126454559369,1.46681364568366,2002.27168177959,100.904785943196,"17","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-17"
"54","IPC1998","gripper","strips-gripper-x-17",143,1,1,3,24,1,NA,"6 Not Proc","5a8c1db39ec8e6035345d7ae","a","PDE",10858,5240.94344904818,0,1.31578947368421,0.482680369225288,0.446502445323415,-2.99759249900842,0.0188100119331817,"17","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-17"
"55","IPC1998","gripper","strips-gripper-x-18",151,1,1,3,22,1,NA,"6 Not Proc","5a8c0a6f9ec8e63d729bde42","a","POE",10440,6912.43686868683,0.505050505050505,1.25,0.662110811176899,0.232799130921686,-2.99998371810203,0.00104648143948463,"18","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-18"
"56","IPC1998","gripper","strips-gripper-x-18",151,1,1,3,22,1,NA,"6 Not Proc","5a8c0a6f9ec8e63d729bde42","a","PME",10440,446289.37978294,0,84.9264705882353,42.7480248834234,23.8116251795583,236160555998.173,470132766.825782,"18","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-18"
"57","IPC1998","gripper","strips-gripper-x-18",151,1,1,3,22,1,NA,"6 Not Proc","5a8c0a6f9ec8e63d729bde42","f","PDE",4165,1804.12904505261,0,15.0793650793651,0.43316423650723,1.42704659456281,1703.45488426813,87.8278079819101,"18","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-18"
"58","IPC1998","gripper","strips-gripper-x-18",151,1,1,3,22,1,NA,"6 Not Proc","5a8c0a6f9ec8e63d729bde42","f","POE",4165,1012.21725461375,0,49.3630573248408,0.24302935284844,2.17741906722626,168721.341169443,1862.14665368417,"18","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-18"
"59","IPC1998","gripper","strips-gripper-x-18",151,1,1,3,22,1,NA,"6 Not Proc","5a8c0a6f9ec8e63d729bde42","a","PDE",10440,4788.86994949493,0,1.25,0.458704018150855,0.424523714609071,-2.99838831250593,0.0139018560730753,"18","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-18"
"60","IPC1998","gripper","strips-gripper-x-18",151,1,1,3,22,1,NA,"6 Not Proc","5a8c0a6f9ec8e63d729bde42","f","PME",4165,47867.4541266421,0,65.8119658119658,11.492786104836,12.9135689131858,1073524075.85657,10508866.4806779,"18","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-18"
"61","IPC1998","gripper","strips-gripper-x-19",157,1,1,3,21,1,NA,"6 Not Proc","5a8becdf9ec8e651eefa99af","a","PDE",10448,4565.84249084247,0,1.19047619047619,0.437006363978032,0.404439748357355,-2.99890479190545,0.010397620616271,"19","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-19"
"62","IPC1998","gripper","strips-gripper-x-19",157,1,1,3,21,1,NA,"6 Not Proc","5a8becdf9ec8e651eefa99af","f","POE",4167,1013.31380002112,0,49.3939393939394,0.243175857936433,2.17708905848603,169148.697869255,1865.12927972016,"19","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-19"
"63","IPC1998","gripper","strips-gripper-x-19",157,1,1,3,21,1,NA,"6 Not Proc","5a8becdf9ec8e651eefa99af","f","PME",4167,47715.2141733627,0,65.8536585365854,11.4507353427796,12.9285086979355,1086201338.47972,10550186.4258186,"19","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-19"
"64","IPC1998","gripper","strips-gripper-x-19",157,1,1,3,21,1,NA,"6 Not Proc","5a8becdf9ec8e651eefa99af","f","PDE",4167,1714.60472186197,0,15.0943396226415,0.411472215469636,1.39198080210272,1473.06295016369,77.517074655752,"19","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-19"
"65","IPC1998","gripper","strips-gripper-x-19",157,1,1,3,21,1,NA,"6 Not Proc","5a8becdf9ec8e651eefa99af","a","POE",10448,6589.2399267399,0.480769230769231,1.19047619047619,0.630669977674186,0.221729579668551,-2.99998894645895,0.000781233974839701,"19","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-19"
"66","IPC1998","gripper","strips-gripper-x-19",157,1,1,3,21,1,NA,"6 Not Proc","5a8becdf9ec8e651eefa99af","a","PME",10448,446034.551486032,0,84.965034965035,42.6909027073155,23.8152896798426,236479374846.935,469766109.793841,"19","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-19"
"67","IPC1998","gripper","strips-gripper-x-2",17,1,1,3,11,1,"Parallel","4 Not Class","5a8bd5109ec8e65fa79aaca6","f","POE",387,915.424876847291,0,46.551724137931,2.36543895826173,6.67858863427677,92993076.6037859,440098.501039094,"2","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-2"
"68","IPC1998","gripper","strips-gripper-x-2",17,1,1,3,11,1,"Parallel","4 Not Class","5a8bd5109ec8e65fa79aaca6","f","PME",387,6188.7138787139,0,61.9047619047619,15.9915087305269,15.0208471527849,4506319732.03107,29605331.2948655,"2","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-2"
"69","IPC1998","gripper","strips-gripper-x-2",17,1,1,3,11,1,"Parallel","4 Not Class","5a8bd5109ec8e65fa79aaca6","a","PDE",864,1886.34868421052,0,6.25,2.18327394005847,2.2144926146737,935.976405457339,277.545274683768,"2","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-2"
"70","IPC1998","gripper","strips-gripper-x-2",17,1,1,3,11,1,"Parallel","4 Not Class","5a8bd5109ec8e65fa79aaca6","f","PDE",387,742.843708016119,0,13.6363636363636,1.91949278557137,2.67278359176552,37042.6643833822,1687.47065598034,"2","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-2"
"71","IPC1998","gripper","strips-gripper-x-2",17,1,1,3,11,1,"Parallel","4 Not Class","5a8bd5109ec8e65fa79aaca6","a","PME",864,39257.1611721608,0,81.25,45.4365291344453,24.2780972291029,261610785659.001,589480827.996426,"2","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-2"
"72","IPC1998","gripper","strips-gripper-x-2",17,1,1,3,11,1,"Parallel","4 Not Class","5a8bd5109ec8e65fa79aaca6","a","POE",864,2924.01315789469,2.63157894736842,6.25,3.38427448830404,1.16986221373031,4.9790032198542,17.565695594797,"2","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-2"
"73","IPC1998","gripper","strips-gripper-x-20",165,1,1,3,19,1,NA,"6 Not Proc","5a8be6dc9ec8e63d5acfe0ef","a","POE",9848,5932.39157631358,0.458715596330275,1.13636363636364,0.602395570299917,0.211729539572466,-2.99999230282506,0.000592526679119626,"20","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-20"
"74","IPC1998","gripper","strips-gripper-x-20",165,1,1,3,19,1,NA,"6 Not Proc","5a8be6dc9ec8e63d5acfe0ef","f","POE",3931,1014.30962739371,0,49.4219653179191,0.258028396691354,2.24081798943536,201619.379326303,2159.99603652678,"20","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-20"
"75","IPC1998","gripper","strips-gripper-x-20",165,1,1,3,19,1,NA,"6 Not Proc","5a8be6dc9ec8e63d5acfe0ef","f","PDE",3931,1533.81297865324,0,15.1079136690647,0.390183917235625,1.35523265374213,1255.42589440257,67.6508608028605,"20","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-20"
"76","IPC1998","gripper","strips-gripper-x-20",165,1,1,3,19,1,NA,"6 Not Proc","5a8be6dc9ec8e63d5acfe0ef","a","PME",9848,419644.006782947,0,85,42.6121046692676,23.8197789810336,236545711230.075,469772117.110088,"20","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-20"
"77","IPC1998","gripper","strips-gripper-x-20",165,1,1,3,19,1,NA,"6 Not Proc","5a8be6dc9ec8e63d5acfe0ef","f","PME",3931,44940.0483421133,0,65.8914728682171,11.4322178433257,12.9772795975744,1129206430.18215,10768267.6271832,"20","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-20"
"78","IPC1998","gripper","strips-gripper-x-20",165,1,1,3,19,1,NA,"6 Not Proc","5a8be6dc9ec8e63d5acfe0ef","a","PDE",9848,4109.14824854046,0,1.13636363636364,0.417257133279901,0.386577670861274,-2.99923434176597,0.00793372014928704,"20","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-20"
"79","IPC1998","gripper","strips-gripper-x-3",23,1,1,3,15,1,"Parallel","1 Easy","5a8bec099ec8e64eaea08ce4","a","POE",1572,4229.1666666667,2.08333333333333,5,2.69030958439358,0.936781632944072,-1.73939362633006,4.5626583665114,"3","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-3"
"80","IPC1998","gripper","strips-gripper-x-3",23,1,1,3,15,1,"Parallel","1 Easy","5a8bec099ec8e64eaea08ce4","f","PME",679,10149.7455050396,0,62.962962962963,14.9480787997638,14.1796177024591,2699909572.1337,20881998.8480827,"3","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-3"
"81","IPC1998","gripper","strips-gripper-x-3",23,1,1,3,15,1,"Parallel","1 Easy","5a8bec099ec8e64eaea08ce4","a","PME",1572,70668.4971645133,0,82.258064516129,44.9545147356955,23.9683975734398,238101473532.889,539011070.084571,"3","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-3"
"82","IPC1998","gripper","strips-gripper-x-3",23,1,1,3,15,1,"Parallel","1 Easy","5a8bec099ec8e64eaea08ce4","a","PDE",1572,2795,0,5,1.77798982188295,1.74961203806809,135.68510742893,67.5852712622744,"3","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-3"
"83","IPC1998","gripper","strips-gripper-x-3",23,1,1,3,15,1,"Parallel","1 Easy","5a8bec099ec8e64eaea08ce4","f","PDE",679,1103.65892207997,0,14.0350877192982,1.62541814739319,2.52461677631769,32590.3269184112,1370.11629767195,"3","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-3"
"84","IPC1998","gripper","strips-gripper-x-3",23,1,1,3,15,1,"Parallel","1 Easy","5a8bec099ec8e64eaea08ce4","f","POE",679,940.555555555557,0,47.2972972972973,1.38520700376371,5.19330178517304,23472406.7381164,128146.58709075,"3","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-3"
"85","IPC1998","gripper","strips-gripper-x-4",29,1,1,3,50,0,NA,"6 Not Proc","5a8bd5549ec8e660ab5dfb2d","f","PME",2849,40156.0108980168,0,63.6363636363636,14.0947739199778,13.3030765090511,1420614472.54791,14079717.186788,"4","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-4"
"86","IPC1998","gripper","strips-gripper-x-4",29,1,1,3,50,0,NA,"6 Not Proc","5a8bd5549ec8e660ab5dfb2d","a","PME",6828,306534.268436235,0,82.8947368421053,44.8937124247561,23.7590678240704,226700147027.143,505141630.723812,"4","IPC1998-gripper","IPC1998-gripper-strips-gripper-x-4"
